ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,INTUBATION
3,MINVOLSET,->,HISTORY
4,VENTMACH,->,MINVOLSET
5,VENTMACH,->,INTUBATION
6,VENTMACH,->,VENTTUBE
7,VENTMACH,->,SAO2
8,PRESS,->,MINVOL
9,FIO2,->,PVSAT
10,FIO2,->,CO
11,HREKG,->,CO
12,ERRCAUTER,->,HRSAT
13,ERRCAUTER,->,BP
14,HRBP,->,ERRLOWOUTPUT
15,HRBP,->,LVEDVOLUME
16,HRBP,->,HRSAT
17,ERRLOWOUTPUT,->,PAP
18,MINVOL,->,TPR
19,KINKEDTUBE,->,VENTLUNG
20,KINKEDTUBE,->,PRESS
21,STROKEVOLUME,->,PVSAT
22,STROKEVOLUME,->,EXPCO2
23,STROKEVOLUME,->,CO
24,STROKEVOLUME,->,CVP
25,LVFAILURE,->,STROKEVOLUME
26,LVFAILURE,->,LVEDVOLUME
27,LVFAILURE,->,CATECHOL
28,LVEDVOLUME,->,PCWP
29,LVEDVOLUME,->,CVP
30,HYPOVOLEMIA,->,ERRCAUTER
31,HYPOVOLEMIA,->,LVEDVOLUME
32,HRSAT,->,HREKG
33,HISTORY,->,ERRCAUTER
34,HISTORY,->,LVFAILURE
35,PAP,->,STROKEVOLUME
36,INTUBATION,->,PRESS
37,INTUBATION,->,VENTALV
38,INTUBATION,->,SHUNT
39,VENTTUBE,->,VENTLUNG
40,VENTTUBE,->,DISCONNECT
41,VENTTUBE,->,MINVOL
42,VENTTUBE,->,PCWP
43,VENTTUBE,->,INSUFFANESTH
44,VENTALV,->,VENTMACH
45,VENTALV,->,EXPCO2
46,VENTALV,->,PAP
47,VENTALV,->,ARTCO2
48,VENTALV,->,SAO2
49,ARTCO2,->,CATECHOL
50,HR,->,EXPCO2
51,HR,->,HREKG
52,HR,->,HRBP
53,HR,->,STROKEVOLUME
54,HR,->,CATECHOL
55,HR,->,CO
56,CO,->,BP
57,BP,->,ARTCO2
58,BP,->,TPR
59,TPR,->,CATECHOL
60,PCWP,->,PULMEMBOLUS
61,SHUNT,->,MINVOL
62,PULMEMBOLUS,->,PAP
63,PULMEMBOLUS,->,BP
64,PULMEMBOLUS,->,INSUFFANESTH
65,PULMEMBOLUS,->,SHUNT
66,SAO2,->,PVSAT
67,SAO2,->,LVEDVOLUME
68,SAO2,->,INTUBATION
69,SAO2,->,CATECHOL
