ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,INTUBATION
3,VENTLUNG,->,VENTTUBE
4,VENTMACH,->,MINVOLSET
5,VENTMACH,->,HYPOVOLEMIA
6,PRESS,->,FIO2
7,PRESS,->,ERRLOWOUTPUT
8,PRESS,->,INSUFFANESTH
9,FIO2,->,DISCONNECT
10,FIO2,->,EXPCO2
11,HREKG,->,HRSAT
12,HREKG,->,HR
13,HREKG,->,CO
14,ERRCAUTER,->,HREKG
15,ERRCAUTER,->,MINVOL
16,ERRLOWOUTPUT,->,HRBP
17,ERRLOWOUTPUT,->,BP
18,MINVOL,->,VENTLUNG
19,STROKEVOLUME,->,CO
20,LVFAILURE,->,STROKEVOLUME
21,LVFAILURE,->,HISTORY
22,LVEDVOLUME,->,PRESS
23,LVEDVOLUME,->,LVFAILURE
24,LVEDVOLUME,->,HYPOVOLEMIA
25,LVEDVOLUME,->,CVP
26,HYPOVOLEMIA,->,INSUFFANESTH
27,HRSAT,->,TPR
28,HRSAT,->,PCWP
29,HISTORY,->,CVP
30,ANAPHYLAXIS,->,PAP
31,ANAPHYLAXIS,->,ARTCO2
32,ANAPHYLAXIS,->,SHUNT
33,ANAPHYLAXIS,->,CVP
34,INTUBATION,->,VENTALV
35,INTUBATION,->,SHUNT
36,VENTTUBE,->,DISCONNECT
37,VENTTUBE,->,VENTMACH
38,VENTTUBE,->,PRESS
39,VENTTUBE,->,KINKEDTUBE
40,VENTTUBE,->,CVP
41,VENTALV,->,PVSAT
42,CATECHOL,->,ARTCO2
43,ARTCO2,->,INTUBATION
44,ARTCO2,->,VENTALV
45,HR,->,HRBP
46,HR,->,CATECHOL
47,BP,->,HISTORY
48,BP,->,CO
49,TPR,->,ANAPHYLAXIS
50,TPR,->,BP
51,TPR,->,INSUFFANESTH
52,TPR,->,SAO2
53,PCWP,->,LVEDVOLUME
54,PCWP,->,PAP
55,SAO2,->,PVSAT
56,SAO2,->,STROKEVOLUME
57,SAO2,->,ARTCO2
