ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,DISCONNECT,->,VENTTUBE
3,VENTMACH,->,MINVOLSET
4,VENTMACH,->,HRSAT
5,VENTMACH,->,VENTTUBE
6,VENTMACH,->,BP
7,VENTMACH,->,SAO2
8,PRESS,->,ERRLOWOUTPUT
9,PRESS,->,CVP
10,FIO2,->,DISCONNECT
11,FIO2,->,LVFAILURE
12,FIO2,->,ANAPHYLAXIS
13,HREKG,->,MINVOLSET
14,HREKG,->,ERRCAUTER
15,HREKG,->,HRSAT
16,HREKG,->,CATECHOL
17,HRBP,->,MINVOLSET
18,HRBP,->,ERRLOWOUTPUT
19,HRBP,->,HR
20,MINVOL,->,VENTALV
21,STROKEVOLUME,->,CO
22,LVFAILURE,->,STROKEVOLUME
23,LVEDVOLUME,->,PCWP
24,LVEDVOLUME,->,CVP
25,ANAPHYLAXIS,->,SAO2
26,PAP,->,HRSAT
27,INTUBATION,->,PRESS
28,VENTTUBE,->,VENTLUNG
29,VENTTUBE,->,PRESS
30,VENTALV,->,VENTLUNG
31,VENTALV,->,ARTCO2
32,ARTCO2,->,ERRLOWOUTPUT
33,ARTCO2,->,LVEDVOLUME
34,HR,->,HYPOVOLEMIA
35,HR,->,ANAPHYLAXIS
36,HR,->,CATECHOL
37,HR,->,ARTCO2
38,HR,->,CO
39,BP,->,CO
40,BP,->,TPR
41,TPR,->,VENTLUNG
42,TPR,->,FIO2
43,TPR,->,ERRLOWOUTPUT
44,TPR,->,PAP
45,TPR,->,CATECHOL
46,PCWP,->,HYPOVOLEMIA
47,INSUFFANESTH,->,MINVOL
48,INSUFFANESTH,->,INTUBATION
49,CVP,->,LVFAILURE
50,CVP,->,PAP
51,SAO2,->,SHUNT
