ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,ARTCO2
3,VENTLUNG,->,CVP
4,MINVOLSET,->,VENTMACH
5,DISCONNECT,->,ERRLOWOUTPUT
6,DISCONNECT,->,INSUFFANESTH
7,VENTMACH,->,VENTTUBE
8,VENTMACH,->,INSUFFANESTH
9,PRESS,->,FIO2
10,PRESS,->,KINKEDTUBE
11,PRESS,->,LVFAILURE
12,PVSAT,->,ARTCO2
13,EXPCO2,->,DISCONNECT
14,HREKG,->,HRSAT
15,HREKG,->,HR
16,ERRCAUTER,->,HREKG
17,ERRCAUTER,->,HRSAT
18,HRBP,->,ERRLOWOUTPUT
19,HRBP,->,HISTORY
20,ERRLOWOUTPUT,->,CVP
21,MINVOL,->,VENTALV
22,KINKEDTUBE,->,CO
23,STROKEVOLUME,->,LVFAILURE
24,STROKEVOLUME,->,PAP
25,STROKEVOLUME,->,INSUFFANESTH
26,LVFAILURE,->,HISTORY
27,LVFAILURE,->,PCWP
28,LVEDVOLUME,->,PVSAT
29,LVEDVOLUME,->,HYPOVOLEMIA
30,LVEDVOLUME,->,CVP
31,HISTORY,->,SHUNT
32,PAP,->,PULMEMBOLUS
33,INTUBATION,->,PRESS
34,INTUBATION,->,SHUNT
35,VENTTUBE,->,VENTLUNG
36,VENTTUBE,->,DISCONNECT
37,VENTTUBE,->,PRESS
38,VENTTUBE,->,MINVOL
39,VENTTUBE,->,SHUNT
40,VENTALV,->,INTUBATION
41,VENTALV,->,ARTCO2
42,CATECHOL,->,SAO2
43,HR,->,MINVOLSET
44,HR,->,HRBP
45,HR,->,CATECHOL
46,HR,->,CO
47,HR,->,TPR
48,CO,->,STROKEVOLUME
49,CO,->,HYPOVOLEMIA
50,TPR,->,ARTCO2
51,TPR,->,BP
52,PCWP,->,LVEDVOLUME
53,SHUNT,->,SAO2
54,PULMEMBOLUS,->,SHUNT
55,SAO2,->,VENTLUNG
56,SAO2,->,PVSAT
