ID,Variable1,Dependency,Variable2
1,DISCONNECT,->,ANAPHYLAXIS
2,DISCONNECT,->,PAP
3,DISCONNECT,->,VENTTUBE
4,PVSAT,->,LVEDVOLUME
5,PVSAT,->,TPR
6,PVSAT,->,SAO2
7,EXPCO2,->,VENTLUNG
8,HREKG,->,ERRCAUTER
9,HREKG,->,HRSAT
10,HREKG,->,CATECHOL
11,ERRCAUTER,->,ANAPHYLAXIS
12,ERRCAUTER,->,INTUBATION
13,HRBP,->,ERRLOWOUTPUT
14,KINKEDTUBE,->,VENTLUNG
15,STROKEVOLUME,->,CO
16,LVFAILURE,->,DISCONNECT
17,LVFAILURE,->,STROKEVOLUME
18,LVFAILURE,->,HISTORY
19,LVEDVOLUME,->,HYPOVOLEMIA
20,LVEDVOLUME,->,ANAPHYLAXIS
21,LVEDVOLUME,->,PCWP
22,LVEDVOLUME,->,CVP
23,PAP,->,INSUFFANESTH
24,PAP,->,PULMEMBOLUS
25,INTUBATION,->,SHUNT
26,VENTTUBE,->,VENTMACH
27,VENTTUBE,->,PRESS
28,VENTTUBE,->,VENTALV
29,VENTALV,->,VENTLUNG
30,VENTALV,->,PVSAT
31,VENTALV,->,MINVOL
32,VENTALV,->,ARTCO2
33,ARTCO2,->,EXPCO2
34,HR,->,FIO2
35,HR,->,HREKG
36,HR,->,HRBP
37,HR,->,ANAPHYLAXIS
38,CO,->,INTUBATION
39,CO,->,HR
40,CO,->,SAO2
41,TPR,->,BP
42,PCWP,->,FIO2
43,INSUFFANESTH,->,MINVOLSET
44,INSUFFANESTH,->,INTUBATION
45,INSUFFANESTH,->,SAO2
46,SHUNT,->,VENTLUNG
47,PULMEMBOLUS,->,TPR
