ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,ERRCAUTER
3,VENTLUNG,->,VENTALV
4,MINVOLSET,->,VENTMACH
5,MINVOLSET,->,ERRLOWOUTPUT
6,MINVOLSET,->,PCWP
7,MINVOLSET,->,SHUNT
8,DISCONNECT,->,PRESS
9,DISCONNECT,->,HREKG
10,DISCONNECT,->,CATECHOL
11,VENTMACH,->,VENTTUBE
12,VENTMACH,->,TPR
13,PRESS,->,HISTORY
14,PVSAT,->,SAO2
15,EXPCO2,->,KINKEDTUBE
16,EXPCO2,->,SHUNT
17,ERRCAUTER,->,HRSAT
18,ERRLOWOUTPUT,->,HRBP
19,KINKEDTUBE,->,PVSAT
20,STROKEVOLUME,->,PRESS
21,STROKEVOLUME,->,VENTALV
22,STROKEVOLUME,->,CO
23,LVFAILURE,->,ERRCAUTER
24,LVFAILURE,->,HISTORY
25,HRSAT,->,HREKG
26,PAP,->,HISTORY
27,INTUBATION,->,VENTLUNG
28,INTUBATION,->,PRESS
29,INTUBATION,->,TPR
30,VENTTUBE,->,VENTLUNG
31,VENTTUBE,->,MINVOL
32,VENTALV,->,PVSAT
33,VENTALV,->,ARTCO2
34,VENTALV,->,TPR
35,CATECHOL,->,SAO2
36,ARTCO2,->,EXPCO2
37,ARTCO2,->,PAP
38,ARTCO2,->,HR
39,HR,->,HRBP
40,HR,->,HRSAT
41,HR,->,CO
42,CO,->,DISCONNECT
43,CO,->,BP
44,BP,->,LVFAILURE
45,TPR,->,BP
46,PCWP,->,STROKEVOLUME
47,PCWP,->,LVEDVOLUME
48,PCWP,->,HYPOVOLEMIA
49,PCWP,->,TPR
50,PCWP,->,CVP
51,INSUFFANESTH,->,MINVOLSET
52,INSUFFANESTH,->,BP
53,CVP,->,DISCONNECT
54,CVP,->,KINKEDTUBE
55,CVP,->,LVFAILURE
