ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,VENTMACH
2,VENTLUNG,->,STROKEVOLUME
3,VENTLUNG,->,CATECHOL
4,MINVOLSET,->,ERRCAUTER
5,MINVOLSET,->,ERRLOWOUTPUT
6,DISCONNECT,->,FIO2
7,DISCONNECT,->,VENTTUBE
8,VENTMACH,->,MINVOLSET
9,VENTMACH,->,VENTTUBE
10,PRESS,->,STROKEVOLUME
11,FIO2,->,INSUFFANESTH
12,EXPCO2,->,VENTLUNG
13,EXPCO2,->,FIO2
14,EXPCO2,->,ERRCAUTER
15,EXPCO2,->,KINKEDTUBE
16,EXPCO2,->,INTUBATION
17,EXPCO2,->,BP
18,ERRCAUTER,->,HREKG
19,ERRLOWOUTPUT,->,HRBP
20,ERRLOWOUTPUT,->,CVP
21,MINVOL,->,VENTLUNG
22,MINVOL,->,DISCONNECT
23,MINVOL,->,VENTTUBE
24,MINVOL,->,ARTCO2
25,HYPOVOLEMIA,->,STROKEVOLUME
26,HYPOVOLEMIA,->,CO
27,HYPOVOLEMIA,->,PCWP
28,HRSAT,->,HREKG
29,HRSAT,->,HR
30,HRSAT,->,TPR
31,PAP,->,HYPOVOLEMIA
32,PAP,->,BP
33,INTUBATION,->,HYPOVOLEMIA
34,INTUBATION,->,TPR
35,INTUBATION,->,SHUNT
36,VENTTUBE,->,PRESS
37,CATECHOL,->,HISTORY
38,ARTCO2,->,VENTALV
39,ARTCO2,->,INSUFFANESTH
40,HR,->,VENTLUNG
41,HR,->,HRBP
42,HR,->,CO
43,CO,->,MINVOL
44,CO,->,BP
45,BP,->,TPR
46,TPR,->,CATECHOL
47,TPR,->,INSUFFANESTH
48,PCWP,->,KINKEDTUBE
49,PCWP,->,LVEDVOLUME
50,PCWP,->,HISTORY
51,PCWP,->,CVP
52,SHUNT,->,MINVOL
