ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,Victimisation
2,Impulsivity,->,PCLRfacet3
3,Impulsivity,->,AggressionDL
4,AbuseNeglectAsChild,->,CriminalAttitude
5,ASPD,->,Impulsivity
6,ASPD,->,PCLRfactor2
7,CriminalNetwork,->,CriminalFamilyBackground
8,GangMember,->,EcstasyBeforePrisonSentence
9,NegativeAttitude,->,ComplianceWithSupervision
10,CriminalAttitude,->,AttitudeDL
11,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
12,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
13,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
14,HazardousDrinkingAfterRelease,->,AlcoholDependence
15,CannabisBeforePrisonSentence,->,prioracq
16,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
17,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
18,EcstasyDuringPrisonSentence,->,EcstasyDependence
19,CannabisDuringPrisonSentence,->,Gender
20,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
21,CocaineDuringPrisonSentence,->,CocaineAfterRelease
22,CannabisAfterRelease,->,CannabisBeforePrisonSentence
23,CocaineAfterRelease,->,Stress
24,CocaineAfterRelease,->,CocaineBeforePrisonSentence
25,CocaineAfterRelease,->,CocainePT
26,EcstasyAfterRelease,->,EcstasyPT
27,EcstasyDependence,->,AnyDrugDependence
28,CannabisDependence,->,AnyDrugDependence
29,CocaineDependence,->,AbilityToCope
30,CocaineDependence,->,AnyDrugDependence
31,DrugTreatment,->,DrugTreatmentGivenRFAT
32,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
33,AlcoholTreatmentGivenRFAT,->,BPD
34,CannabisPT,->,CannabisAfterRelease
35,CocainePT,->,SubstanceUse
36,SubstanceUse,->,SubstanceMisuseDL
37,SubstanceUse,->,HazardousDrinkingPT
38,Violence,->,PriorViolentConvictions
39,Violence,->,pclrscore
40,Violence,->,ViolentConvictions
41,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
42,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
43,AngerPT,->,FinancialDifficulties
44,AngerPT,->,Anger
45,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
46,AngerManagement,->,AngerManagementGivenRFAT
47,AttitudeDL,->,NegativeAttitude
48,AggressionDL,->,ViolentThoughts
49,LivingCircumstances,->,SocialProtectiveObs
50,SocialProtectiveObs,->,SocialWithdraw
51,ViolentConvictionsRate,->,ViolentConvRateGivenProt
52,DepressionPT,->,CriminalNetwork
53,DepressionPT,->,Depression
54,Anxiety,->,AnxietyPT
55,AnxietyPT,->,MentalIllnessSymptomCount
56,ThoughtInsertionPT,->,ThoughtInsertion
57,Hallucinations,->,HallucinationsPT
58,StrangeExperiences,->,AbuseNeglectAsChild
59,StrangeExperiences,->,StrangeExperiencesPT
60,ParanoidDelusionsPT,->,SymptomsOfMentalIllness
61,ParanoidDelusionsPT,->,ParanoidDelusions
62,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
63,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
64,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
65,MentalIllnessSymptomCount,->,DepressionPT
66,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
67,MentalIllnessSymptomCount,->,MentalIllnessDL
