ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,pclrscore
2,AbuseNeglectAsChild,->,BPD
3,ASPD,->,AggressionDL
4,CriminalNetwork,->,ViolentThoughts
5,CriminalNetwork,->,GangMember
6,Gender,->,TimeAtRisk
7,EmploymentOrTraining,->,CriminalNetwork
8,EmploymentOrTraining,->,CriminalFamilyBackground
9,EmploymentOrTraining,->,DomesticStability
10,FinancialDifficulties,->,AngerManagement
11,ComplianceWithSupervision,->,NegativeAttitude
12,ComplianceWithSupervision,->,PCLRfactor1
13,CriminalAttitude,->,EcstasyDuringPrisonSentence
14,CriminalAttitude,->,AttitudeDL
15,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
16,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
17,HazardousDrinkingAfterRelease,->,AlcoholDependence
18,HazardousDrinkingAfterRelease,->,SubstanceUse
19,HazardousDrinkingAfterRelease,->,SubstanceMisuseDL
20,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
21,CannabisBeforePrisonSentence,->,AbuseNeglectAsChild
22,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
23,CocaineBeforePrisonSentence,->,prioracq
24,CocaineBeforePrisonSentence,->,RefuseFailToAttendTherapy
25,CannabisAfterRelease,->,CannabisPT
26,CocaineAfterRelease,->,CocaineDuringPrisonSentence
27,CocaineAfterRelease,->,CocainePT
28,EcstasyAfterRelease,->,EcstasyPT
29,EcstasyDependence,->,ProblematicLifeEvents
30,AnyDrugDependence,->,CocaineDependence
31,DrugTreatment,->,EmploymentOrTraining
32,DrugTreatment,->,DrugTreatmentGivenRFAT
33,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
34,AlcoholTreatmentGivenRFAT,->,CannabisDependence
35,DrugTreatmentGivenRFAT,->,TimeAtRisk
36,Violence,->,Gender
37,Violence,->,SubstanceMisuseDL
38,Violence,->,ViolentConvictions
39,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
40,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
41,Anger,->,EcstasyBeforePrisonSentence
42,AngerPT,->,BPD
43,AngerPT,->,Anger
44,AngerManagementGivenRFAT,->,Anger
45,AngerManagement,->,AngerPT
46,AngerManagement,->,AngerManagementGivenRFAT
47,AggressionDL,->,ViolentThoughts
48,AggressionDL,->,Impulsivity
49,AggressionDL,->,AttitudeDL
50,SocialProtectiveObs,->,SocialWithdraw
51,ViolentConvRateGivenProt,->,ViolentConvictionsRate
52,DepressionPT,->,Depression
53,Anxiety,->,Victimisation
54,Anxiety,->,SymptomsOfMentalIllness
55,Anxiety,->,AnxietyPT
56,ThoughtInsertion,->,ThoughtInsertionPT
57,Hallucinations,->,HallucinationsPT
58,StrangeExperiences,->,AggressionDL
59,StrangeExperiencesPT,->,StrangeExperiences
60,ParanoidDelusions,->,ParanoidDelusionsPT
61,ParanoidDelusions,->,MentalIllnessSymptomCount
62,ParanoidDelusions,->,MentalIllnessDL
63,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
64,MentalIllnessSymptomCount,->,FinancialDifficulties
