ID,Variable1,Dependency,Variable2
1,Victimisation,->,PCLRfactor1
2,ViolentThoughts,->,Victimisation
3,BPD,->,SymptomsOfMentalIllness
4,AbuseNeglectAsChild,->,ProblematicLifeEvents
5,ASPD,->,ViolentThoughts
6,ASPD,->,Impulsivity
7,CriminalNetwork,->,Education
8,Gender,->,EcstasyDuringPrisonSentence
9,FinancialDifficulties,->,pclrscore
10,DomesticStability,->,AbuseNeglectAsChild
11,DomesticStability,->,CriminalFamilyBackground
12,CriminalAttitude,->,CannabisDuringPrisonSentence
13,CriminalAttitude,->,AttitudeDL
14,RefuseFailToAttendTherapy,->,FinancialDifficulties
15,RefuseFailToAttendTherapy,->,CannabisBeforePrisonSentence
16,RefuseFailToAttendTherapy,->,DrugTreatment
17,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
18,HazardousDrinkingAfterRelease,->,PCLRfacet3
19,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
20,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
21,CannabisBeforePrisonSentence,->,AngerManagement
22,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
23,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
24,CocaineAfterRelease,->,CocaineBeforePrisonSentence
25,CocaineAfterRelease,->,CocainePT
26,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
27,AnyDrugDependence,->,EcstasyDependence
28,AnyDrugDependence,->,CocaineDependence
29,CannabisDependence,->,AnyDrugDependence
30,CocaineDependence,->,AlcoholDependence
31,AlcoholDependence,->,Anger
32,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
33,DrugTreatmentGivenRFAT,->,AbuseNeglectAsChild
34,DrugTreatmentGivenRFAT,->,DrugTreatment
35,EcstasyPT,->,EcstasyAfterRelease
36,CannabisPT,->,CannabisAfterRelease
37,SubstanceUse,->,SubstanceMisuseDL
38,SubstanceMisuseDL,->,Stress
39,SubstanceMisuseDL,->,ViolentConvictionsRate
40,Violence,->,ComplianceWithSupervision
41,Violence,->,NegativeAttitude
42,ViolentConvictions,->,Violence
43,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
44,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
45,Anger,->,GangMember
46,AngerPT,->,Anger
47,AngerManagementGivenRFAT,->,AngerManagement
48,HazardousDrinkingPT,->,SubstanceUse
49,AggressionDL,->,Impulsivity
50,AggressionDL,->,CriminalNetwork
51,AggressionDL,->,PriorViolentConvictions
52,AggressionDL,->,AngerManagementGivenRFAT
53,SocialWithdraw,->,DomesticStability
54,SocialWithdraw,->,SocialProtectiveObs
55,ViolentConvictionsRate,->,ViolentConvRateGivenProt
56,Depression,->,EmploymentOrTraining
57,Depression,->,DepressionPT
58,DepressionPT,->,Gender
59,Anxiety,->,AnxietyPT
60,ThoughtInsertion,->,ThoughtInsertionPT
61,Hallucinations,->,HallucinationsPT
62,StrangeExperiences,->,CriminalAttitude
63,StrangeExperiences,->,StrangeExperiencesPT
64,ParanoidDelusions,->,AbilityToCope
65,ParanoidDelusions,->,SocialWithdraw
66,ParanoidDelusionsPT,->,ParanoidDelusions
67,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
68,PsychiatricTreatment,->,ASPD
69,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
70,MentalIllnessSymptomCount,->,MentalIllnessDL
71,MentalIllnessDL,->,DrugTreatmentGivenRFAT
