ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,Stress
2,Victimisation,->,ViolentThoughts
3,Impulsivity,->,PCLRfacet3
4,Impulsivity,->,AggressionDL
5,AbuseNeglectAsChild,->,BPD
6,AbuseNeglectAsChild,->,EcstasyDuringPrisonSentence
7,ASPD,->,Impulsivity
8,ASPD,->,PCLRfactor2
9,ASPD,->,Gender
10,CriminalNetwork,->,GangMember
11,FinancialDifficulties,->,CocaineDuringPrisonSentence
12,ComplianceWithSupervision,->,CriminalAttitude
13,NegativeAttitude,->,ComplianceWithSupervision
14,NegativeAttitude,->,AttitudeDL
15,CriminalAttitude,->,AttitudeDL
16,SymptomsOfMentalIllness,->,ThoughtInsertion
17,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
18,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
19,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
20,HazardousDrinkingAfterRelease,->,AlcoholDependence
21,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
22,CocaineBeforePrisonSentence,->,CocaineAfterRelease
23,CocaineDuringPrisonSentence,->,CocaineDependence
24,CannabisAfterRelease,->,CannabisBeforePrisonSentence
25,CannabisAfterRelease,->,CannabisPT
26,CocaineAfterRelease,->,CocainePT
27,EcstasyAfterRelease,->,ProblematicLifeEvents
28,EcstasyAfterRelease,->,AbuseNeglectAsChild
29,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
30,EcstasyAfterRelease,->,EcstasyPT
31,EcstasyDependence,->,CocaineBeforePrisonSentence
32,EcstasyDependence,->,AnyDrugDependence
33,CannabisDependence,->,EmploymentOrTraining
34,CannabisDependence,->,AnyDrugDependence
35,CocaineDependence,->,AnyDrugDependence
36,DrugTreatment,->,DrugTreatmentGivenRFAT
37,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
38,EcstasyPT,->,PCLRfactor1
39,CocainePT,->,SubstanceUse
40,SubstanceUse,->,SubstanceMisuseDL
41,SubstanceUse,->,HazardousDrinkingPT
42,Violence,->,prioracq
43,Violence,->,PriorViolentConvictions
44,Violence,->,ViolentConvictions
45,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
46,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
47,Anger,->,AngerPT
48,AngerManagementGivenRFAT,->,AngerPT
49,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
50,AngerManagement,->,AngerManagementGivenRFAT
51,AggressionDL,->,CriminalFamilyBackground
52,SocialProtectiveObs,->,LivingCircumstances
53,SocialWithdraw,->,SocialProtectiveObs
54,ViolentConvictionsRate,->,ViolentConvRateGivenProt
55,Depression,->,Intelligence
56,DepressionPT,->,Depression
57,AnxietyPT,->,DomesticStability
58,AnxietyPT,->,SymptomsOfMentalIllness
59,AnxietyPT,->,Anxiety
60,AnxietyPT,->,MentalIllnessSymptomCount
61,ThoughtInsertion,->,ThoughtInsertionPT
62,Hallucinations,->,HallucinationsPT
63,StrangeExperiences,->,FinancialDifficulties
64,StrangeExperiencesPT,->,StrangeExperiences
65,ParanoidDelusionsPT,->,ParanoidDelusions
66,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
67,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
68,MentalIllnessSymptomCount,->,MentalIllnessDL
