ID,Variable1,Dependency,Variable2
1,Stress,->,BPD
2,ProblematicLifeEvents,->,AbilityToCope
3,ViolentThoughts,->,prioracq
4,AbuseNeglectAsChild,->,PCLRfactor1
5,PCLRfactor2,->,GangMember
6,ASPD,->,Impulsivity
7,ASPD,->,PCLRfactor2
8,ASPD,->,EmploymentOrTraining
9,FinancialDifficulties,->,Stress
10,FinancialDifficulties,->,Victimisation
11,ComplianceWithSupervision,->,EcstasyDuringPrisonSentence
12,NegativeAttitude,->,ComplianceWithSupervision
13,NegativeAttitude,->,AttitudeDL
14,CriminalAttitude,->,CriminalNetwork
15,SymptomsOfMentalIllness,->,Depression
16,HazardousDrinkingAfterRelease,->,AlcoholDependence
17,HazardousDrinkingAfterRelease,->,SubstanceUse
18,CocaineBeforePrisonSentence,->,SymptomsOfMentalIllness
19,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
20,EcstasyBeforePrisonSentence,->,ProblematicLifeEvents
21,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
22,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
23,CannabisDuringPrisonSentence,->,CannabisAfterRelease
24,CannabisAfterRelease,->,CannabisBeforePrisonSentence
25,CannabisAfterRelease,->,CannabisPT
26,EcstasyAfterRelease,->,CriminalFamilyBackground
27,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
28,EcstasyAfterRelease,->,EcstasyPT
29,EcstasyDependence,->,AnyDrugDependence
30,AnyDrugDependence,->,RefuseFailToAttendTherapy
31,AnyDrugDependence,->,CannabisDependence
32,AnyDrugDependence,->,CocaineDependence
33,DrugTreatment,->,DrugTreatmentGivenRFAT
34,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
35,CocainePT,->,CocaineAfterRelease
36,SubstanceUse,->,SubstanceMisuseDL
37,Violence,->,ViolentConvictions
38,Violence,->,ViolentConvictionsRate
39,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
40,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
41,AngerPT,->,Anger
42,AngerManagementGivenRFAT,->,AngerManagement
43,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
44,AngerManagement,->,AggressionDL
45,AttitudeDL,->,DomesticStability
46,SocialWithdraw,->,SocialProtectiveObs
47,ViolentConvictionsRate,->,ViolentConvRateGivenProt
48,Depression,->,DepressionPT
49,DepressionPT,->,SocialWithdraw
50,Anxiety,->,Gender
51,AnxietyPT,->,FinancialDifficulties
52,AnxietyPT,->,Anxiety
53,ThoughtInsertion,->,AbuseNeglectAsChild
54,ThoughtInsertionPT,->,ThoughtInsertion
55,HallucinationsPT,->,Hallucinations
56,StrangeExperiences,->,StrangeExperiencesPT
57,ParanoidDelusions,->,ParanoidDelusionsPT
58,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
59,PsychiatricTreatmentGivenRFAT,->,PriorViolentConvictions
60,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
61,MentalIllnessSymptomCount,->,AnxietyPT
62,MentalIllnessSymptomCount,->,MentalIllnessDL
