ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,AbilityToCope,->,Stress
3,AbilityToCope,->,Gender
4,Impulsivity,->,BPD
5,Impulsivity,->,AggressionDL
6,BPD,->,AbuseNeglectAsChild
7,AbuseNeglectAsChild,->,EcstasyDuringPrisonSentence
8,ASPD,->,PCLRfactor2
9,CriminalNetwork,->,ViolentThoughts
10,CriminalFamilyBackground,->,CriminalNetwork
11,FinancialDifficulties,->,Stress
12,NegativeAttitude,->,ComplianceWithSupervision
13,NegativeAttitude,->,AttitudeDL
14,CriminalAttitude,->,GangMember
15,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
16,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
17,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
18,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
19,HazardousDrinkingAfterRelease,->,AlcoholDependence
20,CannabisBeforePrisonSentence,->,DomesticStability
21,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
22,CannabisBeforePrisonSentence,->,CannabisAfterRelease
23,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
24,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
25,EcstasyDuringPrisonSentence,->,pclrscore
26,CocaineDuringPrisonSentence,->,Victimisation
27,CannabisAfterRelease,->,CannabisPT
28,CocaineAfterRelease,->,CocaineBeforePrisonSentence
29,CocaineAfterRelease,->,CocainePT
30,EcstasyAfterRelease,->,EcstasyDuringPrisonSentence
31,EcstasyAfterRelease,->,EcstasyPT
32,EcstasyDependence,->,AnyDrugDependence
33,CannabisDependence,->,AnyDrugDependence
34,CocaineDependence,->,AnyDrugDependence
35,DrugTreatment,->,DrugTreatmentGivenRFAT
36,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
37,DrugTreatmentGivenRFAT,->,EcstasyPT
38,EcstasyPT,->,SubstanceUse
39,CannabisPT,->,SubstanceUse
40,CocainePT,->,SubstanceUse
41,SubstanceUse,->,SubstanceMisuseDL
42,SubstanceUse,->,HazardousDrinkingPT
43,SubstanceMisuseDL,->,ViolentConvictionsRate
44,Violence,->,prioracq
45,Violence,->,PriorViolentConvictions
46,Violence,->,MentalIllnessDL
47,ViolentConvictions,->,Violence
48,ResponsivenessToTreatment,->,PCLRfactor1
49,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
50,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
51,Anger,->,AngerPT
52,AngerManagementGivenRFAT,->,AngerPT
53,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
54,AngerManagement,->,AngerManagementGivenRFAT
55,AttitudeDL,->,CriminalAttitude
56,SocialProtectiveObs,->,LivingCircumstances
57,SocialProtectiveObs,->,SocialWithdraw
58,ViolentConvictionsRate,->,ViolentConvRateGivenProt
59,DepressionPT,->,Depression
60,DepressionPT,->,MentalIllnessSymptomCount
61,AnxietyPT,->,Anxiety
62,ThoughtInsertionPT,->,ProblematicLifeEvents
63,ThoughtInsertionPT,->,ThoughtInsertion
64,Hallucinations,->,HallucinationsPT
65,HallucinationsPT,->,SymptomsOfMentalIllness
66,HallucinationsPT,->,MentalIllnessSymptomCount
67,StrangeExperiences,->,SymptomsOfMentalIllness
68,StrangeExperiences,->,StrangeExperiencesPT
69,ParanoidDelusionsPT,->,ParanoidDelusions
70,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
71,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
72,MentalIllnessSymptomCount,->,AnxietyPT
73,MentalIllnessSymptomCount,->,ThoughtInsertionPT
74,MentalIllnessSymptomCount,->,StrangeExperiencesPT
75,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
76,MentalIllnessSymptomCount,->,MentalIllnessDL
