ID,Variable1,Dependency,Variable2
1,Stress,->,ProblematicLifeEvents
2,Stress,->,FinancialDifficulties
3,Victimisation,->,ViolentThoughts
4,Impulsivity,->,PCLRfacet3
5,Impulsivity,->,AggressionDL
6,AbuseNeglectAsChild,->,EcstasyDependence
7,ASPD,->,Victimisation
8,ASPD,->,Impulsivity
9,ASPD,->,PCLRfactor2
10,CriminalNetwork,->,GangMember
11,CriminalFamilyBackground,->,CriminalNetwork
12,ComplianceWithSupervision,->,CriminalFamilyBackground
13,NegativeAttitude,->,ComplianceWithSupervision
14,NegativeAttitude,->,AttitudeDL
15,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
16,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
17,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
18,CannabisBeforePrisonSentence,->,CannabisAfterRelease
19,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
20,CocaineBeforePrisonSentence,->,CocaineAfterRelease
21,CocaineBeforePrisonSentence,->,CocaineDependence
22,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
23,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
24,CannabisAfterRelease,->,CannabisPT
25,CocaineAfterRelease,->,CocainePT
26,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
27,EcstasyAfterRelease,->,EcstasyPT
28,EcstasyDependence,->,AnyDrugDependence
29,CannabisDependence,->,CannabisDuringPrisonSentence
30,CannabisDependence,->,AnyDrugDependence
31,CocaineDependence,->,AnyDrugDependence
32,AlcoholDependence,->,BPD
33,DrugTreatment,->,AbuseNeglectAsChild
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,AlcoholTreatment,->,EmploymentOrTraining
36,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
37,EcstasyPT,->,SubstanceUse
38,CannabisPT,->,SubstanceUse
39,CocainePT,->,SubstanceUse
40,SubstanceUse,->,SubstanceMisuseDL
41,SubstanceUse,->,HazardousDrinkingPT
42,SubstanceMisuseDL,->,Gender
43,Violence,->,PriorViolentConvictions
44,Violence,->,pclrscore
45,Violence,->,ViolentConvictions
46,ResponsivenessToTreatment,->,PCLRfactor1
47,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
48,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
49,Anger,->,AngerPT
50,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
51,HazardousDrinkingPT,->,AlcoholDependence
52,AngerManagement,->,AngerManagementGivenRFAT
53,AttitudeDL,->,CriminalAttitude
54,LivingCircumstances,->,DomesticStability
55,SocialProtectiveObs,->,LivingCircumstances
56,SocialWithdraw,->,SocialProtectiveObs
57,ViolentConvictionsRate,->,ViolentConvRateGivenProt
58,Depression,->,DepressionPT
59,Anxiety,->,AnxietyPT
60,AnxietyPT,->,MentalIllnessSymptomCount
61,ThoughtInsertion,->,SymptomsOfMentalIllness
62,ThoughtInsertionPT,->,ThoughtInsertion
63,Hallucinations,->,HallucinationsPT
64,HallucinationsPT,->,MentalIllnessSymptomCount
65,StrangeExperiences,->,StrangeExperiencesPT
66,ParanoidDelusionsPT,->,ParanoidDelusions
67,PsychiatricTreatment,->,SocialWithdraw
68,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
69,PsychiatricTreatmentGivenRFAT,->,DepressionPT
70,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
71,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
72,PsychiatricTreatmentGivenRFAT,->,StrangeExperiencesPT
73,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
74,MentalIllnessSymptomCount,->,MentalIllnessDL
