ID,Variable1,Dependency,Variable2
1,Victimisation,->,DomesticStability
2,ViolentThoughts,->,Victimisation
3,ViolentThoughts,->,DrugTreatment
4,Impulsivity,->,PCLRfacet3
5,Impulsivity,->,BPD
6,Impulsivity,->,AggressionDL
7,PCLRfactor2,->,ASPD
8,ASPD,->,Impulsivity
9,NegativeAttitude,->,CriminalNetwork
10,NegativeAttitude,->,ComplianceWithSupervision
11,RefuseFailToAttendTherapy,->,Stress
12,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
13,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
14,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
15,HazardousDrinkingAfterRelease,->,AlcoholDependence
16,HazardousDrinkingAfterRelease,->,SubstanceUse
17,CannabisBeforePrisonSentence,->,CriminalFamilyBackground
18,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
19,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
20,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
21,CannabisDuringPrisonSentence,->,CannabisDependence
22,CannabisAfterRelease,->,CannabisBeforePrisonSentence
23,CannabisAfterRelease,->,CannabisPT
24,CannabisAfterRelease,->,SubstanceUse
25,CocaineAfterRelease,->,CocaineBeforePrisonSentence
26,CocaineAfterRelease,->,SubstanceUse
27,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
28,EcstasyAfterRelease,->,EcstasyPT
29,EcstasyDependence,->,AnyDrugDependence
30,CannabisDependence,->,AbilityToCope
31,CannabisDependence,->,AnyDrugDependence
32,CocaineDependence,->,CocaineDuringPrisonSentence
33,CocaineDependence,->,AnyDrugDependence
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
36,CocainePT,->,CocaineAfterRelease
37,SubstanceUse,->,SubstanceMisuseDL
38,Violence,->,PriorViolentConvictions
39,Violence,->,pclrscore
40,Violence,->,ViolentConvictions
41,ViolentConvictions,->,ViolentConvictionsRate
42,ResponsivenessToTreatment,->,PCLRfactor1
43,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
44,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
45,Anger,->,ProblematicLifeEvents
46,Anger,->,AngerPT
47,AngerManagementGivenRFAT,->,AbuseNeglectAsChild
48,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
49,AngerManagement,->,prioracq
50,AngerManagement,->,AngerManagementGivenRFAT
51,AttitudeDL,->,NegativeAttitude
52,AttitudeDL,->,CriminalAttitude
53,SocialProtectiveObs,->,LivingCircumstances
54,SocialProtectiveObs,->,SocialWithdraw
55,ViolentConvictionsRate,->,ViolentConvRateGivenProt
56,DepressionPT,->,Depression
57,AnxietyPT,->,FinancialDifficulties
58,AnxietyPT,->,Anxiety
59,ThoughtInsertionPT,->,GangMember
60,ThoughtInsertionPT,->,ThoughtInsertion
61,ThoughtInsertionPT,->,MentalIllnessSymptomCount
62,Hallucinations,->,SymptomsOfMentalIllness
63,Hallucinations,->,HallucinationsPT
64,StrangeExperiencesPT,->,StrangeExperiences
65,ParanoidDelusionsPT,->,ParanoidDelusions
66,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
67,MentalIllnessSymptomCount,->,AnxietyPT
68,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
69,MentalIllnessSymptomCount,->,MentalIllnessDL
