ID,Variable1,Dependency,Variable2
1,Stress,->,CriminalNetwork
2,BPD,->,Impulsivity
3,AbuseNeglectAsChild,->,BPD
4,PCLRfactor2,->,ASPD
5,ASPD,->,RefuseFailToAttendTherapy
6,CriminalFamilyBackground,->,Victimisation
7,EmploymentOrTraining,->,EcstasyDuringPrisonSentence
8,EmploymentOrTraining,->,AggressionDL
9,FinancialDifficulties,->,pclrscore
10,FinancialDifficulties,->,DomesticStability
11,DomesticStability,->,EmploymentOrTraining
12,DomesticStability,->,Anxiety
13,ComplianceWithSupervision,->,NegativeAttitude
14,NegativeAttitude,->,AttitudeDL
15,CriminalAttitude,->,CocaineBeforePrisonSentence
16,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
17,HazardousDrinkingAfterRelease,->,Victimisation
18,HazardousDrinkingAfterRelease,->,DepressionPT
19,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
20,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
21,EcstasyBeforePrisonSentence,->,CocaineDependence
22,CannabisDuringPrisonSentence,->,AbilityToCope
23,CocaineAfterRelease,->,CocaineBeforePrisonSentence
24,CocaineAfterRelease,->,EcstasyBeforePrisonSentence
25,CocaineAfterRelease,->,CocainePT
26,EcstasyDependence,->,AnyDrugDependence
27,AnyDrugDependence,->,CannabisDependence
28,AnyDrugDependence,->,CocaineDependence
29,CannabisDependence,->,EcstasyBeforePrisonSentence
30,AlcoholDependence,->,GangMember
31,DrugTreatment,->,DrugTreatmentGivenRFAT
32,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
33,EcstasyPT,->,EcstasyAfterRelease
34,CannabisPT,->,CannabisAfterRelease
35,CocainePT,->,SubstanceUse
36,SubstanceUse,->,SubstanceMisuseDL
37,SubstanceUse,->,HazardousDrinkingPT
38,SubstanceMisuseDL,->,ViolentConvictionsRate
39,Violence,->,ViolentConvictions
40,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
41,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
42,Anger,->,AbuseNeglectAsChild
43,Anger,->,AngerPT
44,HazardousDrinkingPT,->,ViolentThoughts
45,HazardousDrinkingPT,->,CriminalAttitude
46,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
47,HazardousDrinkingPT,->,AlcoholDependence
48,AngerManagement,->,AngerManagementGivenRFAT
49,AttitudeDL,->,Stress
50,AttitudeDL,->,CriminalAttitude
51,SocialProtectiveObs,->,LivingCircumstances
52,SocialProtectiveObs,->,SocialWithdraw
53,ViolentConvictionsRate,->,ViolentConvRateGivenProt
54,Depression,->,CriminalFamilyBackground
55,DepressionPT,->,Depression
56,AnxietyPT,->,Anxiety
57,AnxietyPT,->,MentalIllnessSymptomCount
58,ThoughtInsertion,->,prioracq
59,ThoughtInsertion,->,MentalIllnessDL
60,ThoughtInsertionPT,->,ThoughtInsertion
61,Hallucinations,->,SymptomsOfMentalIllness
62,Hallucinations,->,HallucinationsPT
63,StrangeExperiences,->,StrangeExperiencesPT
64,ParanoidDelusionsPT,->,ParanoidDelusions
65,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
66,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
67,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
68,MentalIllnessSymptomCount,->,MentalIllnessDL
