ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,Stress
2,AbilityToCope,->,TimeAtRisk
3,Victimisation,->,Gender
4,Impulsivity,->,PCLRfacet3
5,Impulsivity,->,AggressionDL
6,AbuseNeglectAsChild,->,BPD
7,ASPD,->,PCLRfactor2
8,CriminalNetwork,->,GangMember
9,CriminalFamilyBackground,->,CocaineDuringPrisonSentence
10,DomesticStability,->,FinancialDifficulties
11,NegativeAttitude,->,ComplianceWithSupervision
12,NegativeAttitude,->,AttitudeDL
13,CriminalAttitude,->,CriminalNetwork
14,CriminalAttitude,->,AttitudeDL
15,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
16,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
17,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
18,HazardousDrinkingAfterRelease,->,AlcoholDependence
19,HazardousDrinkingAfterRelease,->,SubstanceUse
20,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
21,CocaineBeforePrisonSentence,->,prioracq
22,CannabisAfterRelease,->,CannabisBeforePrisonSentence
23,CannabisAfterRelease,->,CannabisPT
24,CocaineAfterRelease,->,CocaineBeforePrisonSentence
25,CocaineAfterRelease,->,CocainePT
26,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
27,EcstasyDependence,->,AnyDrugDependence
28,CannabisDependence,->,EmploymentOrTraining
29,CannabisDependence,->,AnyDrugDependence
30,CocaineDependence,->,AnyDrugDependence
31,DrugTreatment,->,DrugTreatmentGivenRFAT
32,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
33,EcstasyPT,->,EcstasyAfterRelease
34,CannabisPT,->,SubstanceUse
35,SubstanceUse,->,SubstanceMisuseDL
36,SubstanceMisuseDL,->,ViolentThoughts
37,ViolentConvictions,->,Violence
38,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
39,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
40,Anger,->,SymptomsOfMentalIllness
41,Anger,->,AngerPT
42,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
43,AngerManagement,->,AngerManagementGivenRFAT
44,SocialProtectiveObs,->,DomesticStability
45,SocialProtectiveObs,->,LivingCircumstances
46,SocialProtectiveObs,->,SocialWithdraw
47,SocialWithdraw,->,Depression
48,ViolentConvictionsRate,->,ViolentConvRateGivenProt
49,ViolentConvRateGivenProt,->,ViolentConvictions
50,Depression,->,DepressionPT
51,DepressionPT,->,MentalIllnessSymptomCount
52,Anxiety,->,ProblematicLifeEvents
53,Anxiety,->,EcstasyDuringPrisonSentence
54,AnxietyPT,->,Anxiety
55,ThoughtInsertion,->,ThoughtInsertionPT
56,Hallucinations,->,HallucinationsPT
57,StrangeExperiencesPT,->,StrangeExperiences
58,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
59,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
60,MentalIllnessSymptomCount,->,AnxietyPT
61,MentalIllnessSymptomCount,->,ParanoidDelusions
62,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
63,MentalIllnessSymptomCount,->,MentalIllnessDL
