ID,Variable1,Dependency,Variable2
1,ProblematicLifeEvents,->,Stress
2,ProblematicLifeEvents,->,ViolentThoughts
3,ViolentThoughts,->,AggressionDL
4,Impulsivity,->,PCLRfacet3
5,Impulsivity,->,AggressionDL
6,AbuseNeglectAsChild,->,BPD
7,ASPD,->,Impulsivity
8,ASPD,->,PCLRfactor2
9,CriminalNetwork,->,CriminalFamilyBackground
10,CriminalNetwork,->,GangMember
11,GangMember,->,NegativeAttitude
12,NegativeAttitude,->,ComplianceWithSupervision
13,NegativeAttitude,->,AttitudeDL
14,CriminalAttitude,->,AttitudeDL
15,SymptomsOfMentalIllness,->,Hallucinations
16,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
17,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
18,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
19,RefuseFailToAttendTherapy,->,PsychiatricTreatment
20,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
21,HazardousDrinkingAfterRelease,->,AlcoholDependence
22,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
23,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
24,CocaineBeforePrisonSentence,->,CocaineAfterRelease
25,CannabisDuringPrisonSentence,->,CannabisDependence
26,CannabisAfterRelease,->,CannabisBeforePrisonSentence
27,CannabisAfterRelease,->,CannabisPT
28,CocaineAfterRelease,->,CocainePT
29,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
30,EcstasyAfterRelease,->,EcstasyPT
31,EcstasyDependence,->,AnyDrugDependence
32,CannabisDependence,->,AnyDrugDependence
33,CocaineDependence,->,AnyDrugDependence
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
36,EcstasyPT,->,AbuseNeglectAsChild
37,EcstasyPT,->,EcstasyDuringPrisonSentence
38,SubstanceUse,->,SubstanceMisuseDL
39,SubstanceUse,->,HazardousDrinkingPT
40,Violence,->,prioracq
41,Violence,->,PriorViolentConvictions
42,Violence,->,pclrscore
43,Violence,->,TimeAtRisk
44,Violence,->,ViolentConvictions
45,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
46,ResponseToTreatGivenDrugDep,->,ResponsivenessToTreatment
47,Anger,->,EmploymentOrTraining
48,Anger,->,AngerPT
49,AngerPT,->,Victimisation
50,AngerPT,->,BPD
51,AngerPT,->,DomesticStability
52,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
53,AngerManagement,->,AngerManagementGivenRFAT
54,SocialProtectiveObs,->,LivingCircumstances
55,SocialWithdraw,->,SocialProtectiveObs
56,ViolentConvictionsRate,->,ViolentConvRateGivenProt
57,Depression,->,DomesticStability
58,Depression,->,DepressionPT
59,DepressionPT,->,SocialWithdraw
60,DepressionPT,->,MentalIllnessSymptomCount
61,Anxiety,->,FinancialDifficulties
62,AnxietyPT,->,Anxiety
63,ThoughtInsertion,->,ThoughtInsertionPT
64,Hallucinations,->,HallucinationsPT
65,HallucinationsPT,->,MentalIllnessSymptomCount
66,StrangeExperiencesPT,->,StrangeExperiences
67,ParanoidDelusionsPT,->,ParanoidDelusions
68,PsychiatricTreatmentGivenRFAT,->,DepressionPT
69,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
70,PsychiatricTreatmentGivenRFAT,->,PsychiatricTreatment
71,MentalIllnessSymptomCount,->,AnxietyPT
72,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
73,MentalIllnessSymptomCount,->,MentalIllnessDL
