ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,CocaineDependence
2,Stress,->,AlcoholDependence
3,AbuseNeglectAsChild,->,MentalIllnessDL
4,ASPD,->,PCLRfactor2
5,CriminalFamilyBackground,->,AbuseNeglectAsChild
6,CriminalFamilyBackground,->,EmploymentOrTraining
7,EmploymentOrTraining,->,ViolentThoughts
8,DomesticStability,->,AbilityToCope
9,DomesticStability,->,PCLRfactor1
10,ComplianceWithSupervision,->,AttitudeDL
11,NegativeAttitude,->,TimeAtRisk
12,CriminalAttitude,->,EcstasyPT
13,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
14,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
15,HazardousDrinkingAfterRelease,->,AbilityToCope
16,HazardousDrinkingAfterRelease,->,SubstanceUse
17,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
18,CannabisBeforePrisonSentence,->,DomesticStability
19,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
20,CocaineBeforePrisonSentence,->,pclrscore
21,CannabisDuringPrisonSentence,->,CriminalFamilyBackground
22,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
23,CocaineDuringPrisonSentence,->,CannabisAfterRelease
24,CocaineDuringPrisonSentence,->,CocaineAfterRelease
25,CocaineDuringPrisonSentence,->,EcstasyDependence
26,CannabisAfterRelease,->,CannabisBeforePrisonSentence
27,CannabisAfterRelease,->,CannabisPT
28,CocaineAfterRelease,->,FinancialDifficulties
29,CocaineAfterRelease,->,CocainePT
30,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
31,AnyDrugDependence,->,CriminalNetwork
32,CannabisDependence,->,Gender
33,CannabisDependence,->,AnyDrugDependence
34,CocaineDependence,->,CriminalAttitude
35,CocaineDependence,->,AnyDrugDependence
36,AlcoholDependence,->,EcstasyAfterRelease
37,DrugTreatment,->,Stress
38,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
39,AlcoholTreatment,->,ParanoidDelusions
40,AlcoholTreatment,->,ParanoidDelusionsPT
41,DrugTreatmentGivenRFAT,->,DrugTreatment
42,EcstasyPT,->,EcstasyAfterRelease
43,SubstanceUse,->,SubstanceMisuseDL
44,Violence,->,CocaineDuringPrisonSentence
45,Violence,->,ViolentConvictions
46,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
47,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
48,Anger,->,GangMember
49,Anger,->,AngerPT
50,AngerManagementGivenRFAT,->,AngerManagement
51,AttitudeDL,->,BPD
52,AttitudeDL,->,NegativeAttitude
53,AggressionDL,->,NegativeAttitude
54,SocialProtectiveObs,->,SocialWithdraw
55,ViolentConvictionsRate,->,AggressionDL
56,ViolentConvictionsRate,->,ViolentConvRateGivenProt
57,DepressionPT,->,Depression
58,DepressionPT,->,MentalIllnessSymptomCount
59,Anxiety,->,CriminalAttitude
60,AnxietyPT,->,Anxiety
61,ThoughtInsertion,->,ThoughtInsertionPT
62,Hallucinations,->,Victimisation
63,HallucinationsPT,->,ProblematicLifeEvents
64,HallucinationsPT,->,Hallucinations
65,StrangeExperiencesPT,->,StrangeExperiences
66,PsychiatricTreatment,->,DomesticStability
67,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
68,MentalIllnessSymptomCount,->,AnxietyPT
