ID,Variable1,Dependency,Variable2
1,Stress,->,AbilityToCope
2,ViolentThoughts,->,Stress
3,Impulsivity,->,PCLRfacet3
4,Impulsivity,->,AggressionDL
5,PCLRfactor2,->,ASPD
6,ASPD,->,Impulsivity
7,CriminalNetwork,->,CriminalFamilyBackground
8,PriorViolentConvictions,->,AbuseNeglectAsChild
9,TimeAtRisk,->,GangMember
10,NegativeAttitude,->,ComplianceWithSupervision
11,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
12,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
13,HazardousDrinkingAfterRelease,->,AlcoholDependence
14,HazardousDrinkingAfterRelease,->,SubstanceUse
15,CannabisBeforePrisonSentence,->,CannabisAfterRelease
16,CocaineDuringPrisonSentence,->,CocaineAfterRelease
17,CannabisAfterRelease,->,CannabisDuringPrisonSentence
18,CannabisAfterRelease,->,CannabisPT
19,CocaineAfterRelease,->,CocaineBeforePrisonSentence
20,CocaineAfterRelease,->,CocainePT
21,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
22,EcstasyAfterRelease,->,EcstasyPT
23,EcstasyDependence,->,AnyDrugDependence
24,CannabisDependence,->,AnyDrugDependence
25,CocaineDependence,->,AnyDrugDependence
26,DrugTreatment,->,DrugTreatmentGivenRFAT
27,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
28,EcstasyPT,->,SubstanceUse
29,SubstanceUse,->,SubstanceMisuseDL
30,SubstanceMisuseDL,->,EcstasyDuringPrisonSentence
31,Violence,->,prioracq
32,Violence,->,PriorViolentConvictions
33,ViolentConvictions,->,Violence
34,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
35,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
36,Anger,->,AngerPT
37,AngerPT,->,Gender
38,AngerManagementGivenRFAT,->,AngerPT
39,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
40,AngerManagement,->,AngerManagementGivenRFAT
41,AttitudeDL,->,NegativeAttitude
42,AttitudeDL,->,CriminalAttitude
43,SocialProtectiveObs,->,LivingCircumstances
44,SocialProtectiveObs,->,SocialWithdraw
45,SocialWithdraw,->,DomesticStability
46,ViolentConvRateGivenProt,->,ViolentConvictionsRate
47,Depression,->,DepressionPT
48,Anxiety,->,AnxietyPT
49,AnxietyPT,->,Anxiety
50,AnxietyPT,->,MentalIllnessSymptomCount
51,ThoughtInsertion,->,ThoughtInsertionPT
52,HallucinationsPT,->,ViolentThoughts
53,HallucinationsPT,->,FinancialDifficulties
54,HallucinationsPT,->,Hallucinations
55,StrangeExperiences,->,Victimisation
56,StrangeExperiencesPT,->,SymptomsOfMentalIllness
57,StrangeExperiencesPT,->,StrangeExperiences
58,ParanoidDelusionsPT,->,ParanoidDelusions
59,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
60,PsychiatricTreatment,->,DepressionPT
61,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
62,PsychiatricTreatmentGivenRFAT,->,RefuseFailToAttendTherapy
63,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
64,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
65,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusionsPT
66,MentalIllnessSymptomCount,->,MentalIllnessDL
