ID,Variable1,Dependency,Variable2
1,PCLRfacet3,->,Impulsivity
2,Stress,->,AbilityToCope
3,Stress,->,FinancialDifficulties
4,ProblematicLifeEvents,->,Gender
5,Impulsivity,->,CriminalNetwork
6,Impulsivity,->,AggressionDL
7,BPD,->,EcstasyDependence
8,PCLRfactor2,->,ASPD
9,NegativeAttitude,->,ComplianceWithSupervision
10,CriminalAttitude,->,GangMember
11,SymptomsOfMentalIllness,->,Anxiety
12,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
13,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
14,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
15,HazardousDrinkingAfterRelease,->,AlcoholDependence
16,HazardousDrinkingAfterRelease,->,SubstanceUse
17,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
18,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
19,EcstasyBeforePrisonSentence,->,ProblematicLifeEvents
20,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
21,CannabisAfterRelease,->,CannabisBeforePrisonSentence
22,CannabisAfterRelease,->,CannabisPT
23,CocaineAfterRelease,->,CocaineBeforePrisonSentence
24,CocaineAfterRelease,->,CocainePT
25,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
26,EcstasyAfterRelease,->,CocaineAfterRelease
27,CannabisDependence,->,AnyDrugDependence
28,CocaineDependence,->,AnyDrugDependence
29,AlcoholDependence,->,AngerPT
30,DrugTreatment,->,DrugTreatmentGivenRFAT
31,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
32,EcstasyPT,->,EcstasyAfterRelease
33,CocainePT,->,SubstanceUse
34,SubstanceUse,->,SubstanceMisuseDL
35,Violence,->,PriorViolentConvictions
36,Violence,->,pclrscore
37,ViolentConvictions,->,Violence
38,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
39,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
40,AngerPT,->,Anger
41,AngerManagementGivenRFAT,->,CriminalFamilyBackground
42,AngerManagement,->,AngerManagementGivenRFAT
43,AttitudeDL,->,NegativeAttitude
44,AttitudeDL,->,CriminalAttitude
45,SocialProtectiveObs,->,LivingCircumstances
46,SocialWithdraw,->,SocialProtectiveObs
47,ViolentConvRateGivenProt,->,DomesticStability
48,ViolentConvRateGivenProt,->,ViolentConvictions
49,ViolentConvRateGivenProt,->,ViolentConvictionsRate
50,DepressionPT,->,SocialWithdraw
51,DepressionPT,->,Depression
52,DepressionPT,->,MentalIllnessSymptomCount
53,Anxiety,->,ViolentThoughts
54,Anxiety,->,AnxietyPT
55,ThoughtInsertion,->,EmploymentOrTraining
56,ThoughtInsertion,->,ThoughtInsertionPT
57,HallucinationsPT,->,Hallucinations
58,StrangeExperiences,->,StrangeExperiencesPT
59,ParanoidDelusions,->,ParanoidDelusionsPT
60,ParanoidDelusions,->,MentalIllnessSymptomCount
61,PsychiatricTreatment,->,CocaineDuringPrisonSentence
62,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
63,PsychiatricTreatmentGivenRFAT,->,DepressionPT
64,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
65,MentalIllnessSymptomCount,->,MentalIllnessDL
66,MentalIllnessDL,->,AbuseNeglectAsChild
67,MentalIllnessDL,->,prioracq
68,MentalIllnessDL,->,TimeAtRisk
