ID,Variable1,Dependency,Variable2
1,AbilityToCope,->,CannabisDependence
2,AbilityToCope,->,CocaineDependence
3,Stress,->,CocaineBeforePrisonSentence
4,ProblematicLifeEvents,->,PriorViolentConvictions
5,Victimisation,->,ProblematicLifeEvents
6,BPD,->,Education
7,ASPD,->,LivingCircumstances
8,CriminalNetwork,->,PCLRfactor2
9,Gender,->,AlcoholDependence
10,EmploymentOrTraining,->,FinancialDifficulties
11,GangMember,->,CriminalAttitude
12,ComplianceWithSupervision,->,CocaineDuringPrisonSentence
13,NegativeAttitude,->,CriminalFamilyBackground
14,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
15,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
16,HazardousDrinkingAfterRelease,->,TimeAtRisk
17,HazardousDrinkingAfterRelease,->,SubstanceUse
18,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
19,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
20,EcstasyBeforePrisonSentence,->,Stress
21,EcstasyBeforePrisonSentence,->,ViolentThoughts
22,EcstasyDuringPrisonSentence,->,ProblematicLifeEvents
23,EcstasyDuringPrisonSentence,->,EcstasyDependence
24,CannabisDuringPrisonSentence,->,CannabisAfterRelease
25,CocaineDuringPrisonSentence,->,AlcoholTreatment
26,CannabisAfterRelease,->,CannabisPT
27,CocaineAfterRelease,->,EmploymentOrTraining
28,CocaineAfterRelease,->,CocainePT
29,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
30,EcstasyAfterRelease,->,EcstasyPT
31,EcstasyDependence,->,SubstanceUse
32,AnyDrugDependence,->,BPD
33,AnyDrugDependence,->,ASPD
34,CannabisDependence,->,FinancialDifficulties
35,CannabisDependence,->,AnyDrugDependence
36,CocaineDependence,->,SymptomsOfMentalIllness
37,CocaineDependence,->,AnyDrugDependence
38,AlcoholDependence,->,GangMember
39,DrugTreatment,->,DrugTreatmentGivenRFAT
40,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
41,DrugTreatmentGivenRFAT,->,AbuseNeglectAsChild
42,SubstanceUse,->,SubstanceMisuseDL
43,Violence,->,prioracq
44,Violence,->,DomesticStability
45,ViolentConvictions,->,Violence
46,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
47,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
48,AngerPT,->,Anger
49,AngerManagementGivenRFAT,->,RefuseFailToAttendTherapy
50,AngerManagementGivenRFAT,->,AngerManagement
51,AttitudeDL,->,NegativeAttitude
52,AttitudeDL,->,CriminalAttitude
53,AggressionDL,->,Impulsivity
54,AggressionDL,->,ASPD
55,SocialWithdraw,->,SocialProtectiveObs
56,ViolentConvictionsRate,->,ViolentConvRateGivenProt
57,Depression,->,DepressionPT
58,Anxiety,->,EcstasyDuringPrisonSentence
59,Anxiety,->,AnxietyPT
60,ThoughtInsertionPT,->,ThoughtInsertion
61,Hallucinations,->,CriminalNetwork
62,Hallucinations,->,HallucinationsPT
63,StrangeExperiences,->,StrangeExperiencesPT
64,ParanoidDelusionsPT,->,ParanoidDelusions
65,PsychiatricTreatment,->,PCLRfactor1
66,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
67,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
68,MentalIllnessDL,->,AbilityToCope
69,MentalIllnessDL,->,AggressionDL
70,MentalIllnessDL,->,MentalIllnessSymptomCount
