ID,Variable1,Dependency,Variable2
1,Impulsivity,->,AggressionDL
2,AbuseNeglectAsChild,->,Stress
3,AbuseNeglectAsChild,->,SymptomsOfMentalIllness
4,ASPD,->,ProblematicLifeEvents
5,ASPD,->,PCLRfactor2
6,CriminalNetwork,->,Gender
7,Gender,->,EmploymentOrTraining
8,CriminalFamilyBackground,->,DomesticStability
9,CriminalFamilyBackground,->,CocaineDuringPrisonSentence
10,FinancialDifficulties,->,Impulsivity
11,RefuseFailToAttendTherapy,->,AlcoholTreatmentGivenRFAT
12,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
13,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
14,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
15,CannabisBeforePrisonSentence,->,Education
16,CannabisBeforePrisonSentence,->,PCLRfactor1
17,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
18,CocaineBeforePrisonSentence,->,ViolentThoughts
19,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
20,EcstasyBeforePrisonSentence,->,TimeAtRisk
21,CocaineDuringPrisonSentence,->,GangMember
22,CannabisAfterRelease,->,Victimisation
23,CannabisAfterRelease,->,CannabisBeforePrisonSentence
24,CannabisAfterRelease,->,CannabisPT
25,CocaineAfterRelease,->,CocaineBeforePrisonSentence
26,CocaineAfterRelease,->,CocainePT
27,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
28,EcstasyAfterRelease,->,EcstasyDuringPrisonSentence
29,EcstasyAfterRelease,->,EcstasyPT
30,AnyDrugDependence,->,EcstasyDependence
31,CannabisDependence,->,AnyDrugDependence
32,CocaineDependence,->,AnyDrugDependence
33,DrugTreatment,->,Gender
34,DrugTreatment,->,DrugTreatmentGivenRFAT
35,DrugTreatment,->,EcstasyPT
36,EcstasyPT,->,GangMember
37,CannabisPT,->,SubstanceUse
38,SubstanceUse,->,SubstanceMisuseDL
39,Violence,->,EcstasyBeforePrisonSentence
40,Violence,->,AttitudeDL
41,ViolentConvictions,->,Violence
42,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
43,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
44,AngerPT,->,Anger
45,AngerManagementGivenRFAT,->,AbilityToCope
46,AngerManagementGivenRFAT,->,AngerManagement
47,HazardousDrinkingPT,->,SubstanceUse
48,AngerManagement,->,BPD
49,AngerManagement,->,EcstasyDuringPrisonSentence
50,AttitudeDL,->,ComplianceWithSupervision
51,AttitudeDL,->,NegativeAttitude
52,AttitudeDL,->,CriminalAttitude
53,AggressionDL,->,AbuseNeglectAsChild
54,SocialWithdraw,->,SocialProtectiveObs
55,ViolentConvictionsRate,->,ViolentConvRateGivenProt
56,ViolentConvRateGivenProt,->,ViolentConvictions
57,DepressionPT,->,FinancialDifficulties
58,DepressionPT,->,Depression
59,Anxiety,->,AnxietyPT
60,AnxietyPT,->,CriminalFamilyBackground
61,ThoughtInsertion,->,AlcoholDependence
62,ThoughtInsertionPT,->,ThoughtInsertion
63,Hallucinations,->,HallucinationsPT
64,HallucinationsPT,->,prioracq
65,StrangeExperiences,->,StrangeExperiencesPT
66,ParanoidDelusionsPT,->,ParanoidDelusions
67,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
68,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
69,PsychiatricTreatmentGivenRFAT,->,CriminalNetwork
70,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
71,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
72,MentalIllnessSymptomCount,->,MentalIllnessDL
73,MentalIllnessDL,->,ViolentConvictionsRate
