ID,Variable1,Dependency,Variable2
1,Impulsivity,->,AggressionDL
2,BPD,->,ASPD
3,ASPD,->,PCLRfactor1
4,prioracq,->,Victimisation
5,Gender,->,FinancialDifficulties
6,Gender,->,ComplianceWithSupervision
7,TimeAtRisk,->,AbilityToCope
8,CriminalFamilyBackground,->,CriminalNetwork
9,CriminalFamilyBackground,->,GangMember
10,EmploymentOrTraining,->,ViolentThoughts
11,FinancialDifficulties,->,GangMember
12,DomesticStability,->,EcstasyBeforePrisonSentence
13,CriminalAttitude,->,FinancialDifficulties
14,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
15,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
16,HazardousDrinkingAfterRelease,->,AlcoholDependence
17,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
18,CannabisBeforePrisonSentence,->,TimeAtRisk
19,EcstasyDuringPrisonSentence,->,EcstasyDependence
20,CannabisDuringPrisonSentence,->,Stress
21,CocaineDuringPrisonSentence,->,CocaineBeforePrisonSentence
22,CannabisAfterRelease,->,CannabisBeforePrisonSentence
23,CannabisAfterRelease,->,CannabisDuringPrisonSentence
24,CocaineAfterRelease,->,Anger
25,CannabisDependence,->,AnyDrugDependence
26,CocaineDependence,->,AnyDrugDependence
27,DrugTreatment,->,DrugTreatmentGivenRFAT
28,AlcoholTreatment,->,StrangeExperiences
29,AlcoholTreatmentGivenRFAT,->,AlcoholTreatment
30,DrugTreatmentGivenRFAT,->,Education
31,EcstasyPT,->,EcstasyAfterRelease
32,CannabisPT,->,CannabisAfterRelease
33,CannabisPT,->,SubstanceUse
34,CocainePT,->,CocaineAfterRelease
35,SubstanceUse,->,SubstanceMisuseDL
36,Violence,->,CriminalAttitude
37,ViolentConvictions,->,Violence
38,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
39,ResponseToTreatGivenAlcDep,->,ResponsivenessToTreatment
40,Anger,->,AngerPT
41,HazardousDrinkingPT,->,SubstanceUse
42,AngerManagement,->,CocaineBeforePrisonSentence
43,AngerManagement,->,AngerManagementGivenRFAT
44,AttitudeDL,->,PCLRfactor2
45,AttitudeDL,->,NegativeAttitude
46,AggressionDL,->,CriminalFamilyBackground
47,LivingCircumstances,->,SocialProtectiveObs
48,SocialProtectiveObs,->,SocialWithdraw
49,ViolentConvictionsRate,->,ViolentConvRateGivenProt
50,Depression,->,prioracq
51,Depression,->,EmploymentOrTraining
52,DepressionPT,->,ProblematicLifeEvents
53,DepressionPT,->,Depression
54,Anxiety,->,SymptomsOfMentalIllness
55,Anxiety,->,AnxietyPT
56,ThoughtInsertion,->,pclrscore
57,ThoughtInsertion,->,ThoughtInsertionPT
58,Hallucinations,->,HallucinationsPT
59,StrangeExperiencesPT,->,CannabisDependence
60,StrangeExperiencesPT,->,StrangeExperiences
61,ParanoidDelusions,->,PriorViolentConvictions
62,ParanoidDelusionsPT,->,ParanoidDelusions
63,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
64,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
65,PsychiatricTreatmentGivenRFAT,->,Depression
66,MentalIllnessSymptomCount,->,MentalIllnessDL
