ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,DISCONNECT,->,KINKEDTUBE
4,DISCONNECT,->,VENTTUBE
5,PVSAT,->,SAO2
6,HREKG,->,HRSAT
7,HRBP,->,ERRLOWOUTPUT
8,ERRLOWOUTPUT,->,INTUBATION
9,MINVOL,->,VENTALV
10,STROKEVOLUME,->,CO
11,LVEDVOLUME,->,PCWP
12,LVEDVOLUME,->,CVP
13,HYPOVOLEMIA,->,LVEDVOLUME
14,HYPOVOLEMIA,->,ANAPHYLAXIS
15,HRSAT,->,ERRCAUTER
16,HISTORY,->,LVFAILURE
17,ANAPHYLAXIS,->,DISCONNECT
18,INTUBATION,->,SHUNT
19,VENTTUBE,->,MINVOLSET
20,VENTTUBE,->,VENTMACH
21,VENTALV,->,DISCONNECT
22,VENTALV,->,ARTCO2
23,ARTCO2,->,PVSAT
24,HR,->,HREKG
25,HR,->,HRBP
26,HR,->,CATECHOL
27,CO,->,HR
28,CO,->,BP
29,TPR,->,BP
30,PCWP,->,HISTORY
31,INSUFFANESTH,->,KINKEDTUBE
