ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,DISCONNECT,->,VENTTUBE
3,VENTMACH,->,MINVOLSET
4,ERRCAUTER,->,HREKG
5,HRBP,->,ERRLOWOUTPUT
6,MINVOL,->,VENTALV
7,STROKEVOLUME,->,LVEDVOLUME
8,LVFAILURE,->,ANAPHYLAXIS
9,LVEDVOLUME,->,PCWP
10,LVEDVOLUME,->,CVP
11,HYPOVOLEMIA,->,KINKEDTUBE
12,HRSAT,->,ERRCAUTER
13,HISTORY,->,LVFAILURE
14,ANAPHYLAXIS,->,FIO2
15,INTUBATION,->,SHUNT
16,VENTTUBE,->,VENTMACH
17,VENTTUBE,->,MINVOL
18,VENTALV,->,VENTLUNG
19,VENTALV,->,INTUBATION
20,VENTALV,->,ARTCO2
21,CATECHOL,->,HR
22,HR,->,HREKG
23,HR,->,HRBP
24,HR,->,HRSAT
25,CO,->,STROKEVOLUME
26,CO,->,BP
27,BP,->,TPR
28,TPR,->,CATECHOL
29,PCWP,->,HYPOVOLEMIA
30,SHUNT,->,PULMEMBOLUS
31,PULMEMBOLUS,->,PAP
32,SAO2,->,PVSAT
