ID,Variable1,Variable2,TrueOrFalse
0,AngerPT,BPD,true
1,ViolentConvRateGivenProt,ViolentConvictions,true
2,CriminalNetwork,GangMember,true
3,Victimisation,ProblematicLifeEvents,true
4,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
5,ProblematicLifeEvents,Stress,true
6,DrugTreatmentGivenRFAT,CocainePT,true
7,CannabisDependence,AnyDrugDependence,true
8,ThoughtInsertion,ThoughtInsertionPT,true
9,Violence,Age,true
10,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
11,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
12,DepressionPT,SocialWithdraw,true
13,AngerManagement,AngerManagementGivenRFAT,true
14,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
15,ComplianceWithSupervision,NegativeAttitude,true
16,AngerManagementGivenRFAT,AngerPT,true
17,ViolentConvictionsRate,ViolentConvRateGivenProt,true
18,AttitudeDL,ViolentConvictionsRate,true
19,AbilityToCope,Stress,true
20,NegativeAttitude,AttitudeDL,true
21,Violence,Gender,true
22,AngerPT,ViolentThoughts,true
23,CocaineDependence,AnyDrugDependence,true
24,BPD,Impulsivity,true
25,ViolentThoughts,AggressionDL,true
26,AbuseNeglectAsChild,ASPD,true
27,CocaineBeforePrisonSentence,CocaineAfterRelease,true
28,CocaineDuringPrisonSentence,Intelligence,false
29,SymptomsOfMentalIllness,ParanoidDelusionsPT,false
30,AngerManagementGivenRFAT,ResponseToTreatGivenDrugDep,false
31,EmploymentOrTraining,ViolentConvictionsRate,false
32,ResponseToTreatGivenAlcDep,AlcoholDependence,false
33,ResponseToTreatGivenDrugDep,ThoughtInsertion,false
34,AlcoholTreatmentGivenRFAT,MentalIllnessSymptomCount,false
35,StrangeExperiences,FinancialDifficulties,false
36,CannabisDependence,EcstasyDependence,false
37,PriorViolentConvictions,CocaineDependence,false
38,CocaineDuringPrisonSentence,ViolentConvictionsRate,false
39,AngerManagement,PCLRfacet3,false
40,ViolentThoughts,EcstasyPT,false
41,Gender,CriminalFamilyBackground,false
42,HallucinationsPT,AlcoholDependence,false
43,ASPD,AttitudeDL,false
44,CriminalNetwork,AlcoholTreatmentGivenRFAT,false
45,PsychiatricTreatmentGivenRFAT,AbuseNeglectAsChild,false
46,HallucinationsPT,Victimisation,false
47,StrangeExperiencesPT,LivingCircumstances,false
48,ASPD,SymptomsOfMentalIllness,false
49,CannabisBeforePrisonSentence,Intelligence,false
50,EcstasyDuringPrisonSentence,CocainePT,false
51,PCLRfacet3,AngerManagementGivenRFAT,false
52,MentalIllnessDL,CannabisDuringPrisonSentence,false
53,PsychiatricTreatment,ResponseToTreatGivenDrugDep,false
54,CocaineBeforePrisonSentence,CriminalNetwork,false
55,ResponsivenessToTreatment,CannabisAfterRelease,false
