ID,Variable1,Variable2,TrueOrFalse
0,ResponsivenessToTreatment,ParanoidDelusionsPT,true
1,Intelligence,AbilityToCope,true
2,DepressionPT,MentalIllnessSymptomCount,true
3,ComplianceWithSupervision,NegativeAttitude,true
4,AbuseNeglectAsChild,ASPD,true
5,SymptomsOfMentalIllness,StrangeExperiences,true
6,SymptomsOfMentalIllness,Depression,true
7,Education,Intelligence,true
8,HazardousDrinkingAfterRelease,AlcoholDependence,true
9,FinancialDifficulties,Stress,true
10,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
11,EcstasyBeforePrisonSentence,EcstasyAfterRelease,true
12,Impulsivity,AggressionDL,true
13,CocaineDuringPrisonSentence,CocaineDependence,true
14,ComplianceWithSupervision,CriminalAttitude,true
15,ResponsivenessToTreatment,StrangeExperiencesPT,true
16,LivingCircumstances,SocialProtectiveObs,true
17,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
18,ResponseToTreatGivenDrugDep,CannabisPT,true
19,TimeAtRisk,ViolentConvictions,true
20,AngerManagement,AngerManagementGivenRFAT,true
21,SocialProtectiveObs,ViolentConvRateGivenProt,true
22,SocialWithdraw,SocialProtectiveObs,true
23,ResponseToTreatGivenAlcDep,HazardousDrinkingPT,true
24,Depression,DepressionPT,true
25,ASPD,PCLRfactor2,true
26,StrangeExperiencesPT,MentalIllnessSymptomCount,true
27,SymptomsOfMentalIllness,Hallucinations,true
28,Anxiety,PCLRfactor1,false
29,AnyDrugDependence,CannabisBeforePrisonSentence,false
30,ParanoidDelusionsPT,AggressionDL,false
31,CannabisPT,Stress,false
32,EcstasyPT,PCLRfactor2,false
33,ParanoidDelusionsPT,CannabisBeforePrisonSentence,false
34,PsychiatricTreatment,ViolentConvictions,false
35,AngerManagementGivenRFAT,BPD,false
36,CannabisDependence,PCLRfactor1,false
37,CocaineAfterRelease,EcstasyBeforePrisonSentence,false
38,SubstanceUse,pclrscore,false
39,AngerManagement,ViolentThoughts,false
40,DomesticStability,CriminalAttitude,false
41,AbuseNeglectAsChild,ResponsivenessToTreatment,false
42,Intelligence,Stress,false
43,CannabisPT,MentalIllnessDL,false
44,AlcoholDependence,SocialWithdraw,false
45,AlcoholTreatmentGivenRFAT,SymptomsOfMentalIllness,false
46,Stress,EcstasyBeforePrisonSentence,false
47,DomesticStability,AnyDrugDependence,false
48,CannabisDuringPrisonSentence,CocainePT,false
49,EcstasyBeforePrisonSentence,HazardousDrinkingAfterRelease,false
50,Education,PriorViolentConvictions,false
51,NegativeAttitude,CriminalNetwork,false
52,PriorViolentConvictions,CocaineAfterRelease,false
53,pclrscore,PsychiatricTreatmentGivenRFAT,false
54,PCLRfactor2,DrugTreatmentGivenRFAT,false
55,CocaineDependence,HallucinationsPT,false
