ID,Variable 1,Dependency,Variable 2
1,Stress,->,BPD
2,ViolentThoughts,->,AlcoholDependence
3,Impulsivity,->,PCLRfacet3
4,Impulsivity,->,AggressionDL
5,ASPD,->,Impulsivity
6,ASPD,->,PCLRfactor2
7,CriminalNetwork,->,CriminalFamilyBackground
8,Gender,->,DomesticStability
9,CriminalFamilyBackground,->,EcstasyDependence
10,NegativeAttitude,->,ComplianceWithSupervision
11,SymptomsOfMentalIllness,->,Hallucinations
12,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
13,RefuseFailToAttendTherapy,->,AngerManagementGivenRFAT
14,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
15,HazardousDrinkingAfterRelease,->,AlcoholDependence
16,CannabisBeforePrisonSentence,->,CannabisDuringPrisonSentence
17,CocaineBeforePrisonSentence,->,CocaineDuringPrisonSentence
18,CocaineBeforePrisonSentence,->,CocaineAfterRelease
19,CannabisDuringPrisonSentence,->,CannabisBeforePrisonSentence
20,CannabisDuringPrisonSentence,->,CannabisAfterRelease
21,CannabisAfterRelease,->,CannabisPT
22,CocaineAfterRelease,->,CocainePT
23,EcstasyAfterRelease,->,EcstasyBeforePrisonSentence
24,EcstasyDependence,->,AnyDrugDependence
25,CannabisDependence,->,EcstasyDuringPrisonSentence
26,CannabisDependence,->,AnyDrugDependence
27,CannabisDependence,->,StrangeExperiences
28,CocaineDependence,->,ViolentThoughts
29,CocaineDependence,->,AnyDrugDependence
30,AlcoholDependence,->,CriminalFamilyBackground
31,DrugTreatment,->,DrugTreatmentGivenRFAT
32,AlcoholTreatment,->,GangMember
33,AlcoholTreatment,->,AlcoholTreatmentGivenRFAT
34,EcstasyPT,->,EcstasyAfterRelease
35,CocainePT,->,SubstanceUse
36,SubstanceUse,->,SubstanceMisuseDL
37,SubstanceUse,->,HazardousDrinkingPT
38,SubstanceMisuseDL,->,ViolentConvictionsRate
39,Violence,->,PriorViolentConvictions
40,ViolentConvictions,->,Violence
41,ResponsivenessToTreatment,->,PCLRfactor1
42,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
43,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
44,Anger,->,EcstasyDependence
45,Anger,->,AngerPT
46,AngerManagementGivenRFAT,->,AngerPT
47,HazardousDrinkingPT,->,EmploymentOrTraining
48,HazardousDrinkingPT,->,HazardousDrinkingAfterRelease
49,AngerManagement,->,AngerManagementGivenRFAT
50,AttitudeDL,->,Victimisation
51,AttitudeDL,->,GangMember
52,AttitudeDL,->,NegativeAttitude
53,AttitudeDL,->,CriminalAttitude
54,AggressionDL,->,ProblematicLifeEvents
55,SocialProtectiveObs,->,LivingCircumstances
56,SocialProtectiveObs,->,SocialWithdraw
57,ViolentConvictionsRate,->,ViolentConvRateGivenProt
58,ViolentConvRateGivenProt,->,ViolentConvictions
59,Depression,->,DepressionPT
60,Anxiety,->,AnxietyPT
61,AnxietyPT,->,FinancialDifficulties
62,AnxietyPT,->,MentalIllnessSymptomCount
63,ThoughtInsertionPT,->,ThoughtInsertion
64,Hallucinations,->,pclrscore
65,Hallucinations,->,HallucinationsPT
66,StrangeExperiences,->,StrangeExperiencesPT
67,StrangeExperiencesPT,->,EcstasyDuringPrisonSentence
68,ParanoidDelusions,->,AbuseNeglectAsChild
69,ParanoidDelusionsPT,->,ParanoidDelusions
70,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
71,PsychiatricTreatmentGivenRFAT,->,DepressionPT
72,PsychiatricTreatmentGivenRFAT,->,AnxietyPT
73,PsychiatricTreatmentGivenRFAT,->,StrangeExperiencesPT
74,MentalIllnessSymptomCount,->,AbilityToCope
75,MentalIllnessSymptomCount,->,ParanoidDelusionsPT
76,MentalIllnessSymptomCount,->,MentalIllnessDL
ID,Variable 1,Dependency,Variable 2
1,Stress,->,FinancialDifficulties
2,ViolentThoughts,->,Victimisation
3,ViolentThoughts,->,AggressionDL
