ID,Variable1,Variable2,TrueOrFalse
0,MTH_Education,IMM_Measles,true
1,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
2,SRV_Near,SRV_OKAlone,true
3,MTH_Education,BF_BottleFeeding,true
4,CHI_Age,IMM_Measles,true
5,FP_ModernMethod,FP_BirthsLast5Yrs,true
6,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
7,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
8,ECO_WealthQuintile,SRV_Near,true
9,MTH_MaternalAge,FP_ModernMethod,true
10,CHI_Age,BF_BottleFeeding,true
11,GEO_Region,BF_BottleFeeding,true
12,ECO_WealthQuintile,MTH_Education,true
13,BF_BreastfedMonths,DIA_HadDiarrhoea,true
14,CHI_Age,WSH_WashWithAgent,false
15,WSH_ImprovedWaterSource,BF_BreastfedMonths,false
16,CHI_Weight4Height,FP_BirthsLast5Yrs,false
17,IMM_Measles,IMM_VitaminA1,false
18,BF_BreastfedMonths,WSH_WaterTreated,false
19,BF_BottleFeeding,MTH_MaternalAge,false
20,MTH_MaternalAge,HOU_CookingFuel,false
21,WSH_WashWithAgent,ECO_WealthQuintile,false
22,DEL_SmallBaby,WSH_ImprovedToilet,false
23,WSH_ImprovedToilet,IMM_Diptheria,false
24,WSH_ImprovedWaterSource,DEL_SmallBaby,false
25,SRV_Near,GEO_Region,false
26,FP_ModernMethod,CHI_Weight4Height,false
27,SRV_OKAlone,IMM_VitaminA1,false
