ID,Parent,Child,TrueOrFalse
0,X182,X439,true
1,X272,X319,true
2,X135,X343,true
3,X124,X298,true
4,X258,X336,true
5,X81,X220,true
6,X276,X422,true
7,X298,X498,true
8,X28,X233,true
9,X148,X320,true
10,X72,X90,true
11,X0,X84,true
12,X91,X387,true
13,X243,X375,true
14,X318,X405,true
15,X8,X14,true
16,X75,X177,true
17,X452,X490,true
18,X48,X57,true
19,X31,X251,true
20,X145,X167,true
21,X29,X340,true
22,X6,X398,true
23,X6,X178,true
24,X95,X483,true
25,X33,X85,true
26,X28,X150,true
27,X37,X83,true
28,X199,X318,true
29,X128,X262,true
30,X119,X179,true
31,X84,X472,true
32,X404,X470,true
33,X11,X276,true
34,X15,X37,true
35,X1,X274,true
36,X107,X161,true
37,X322,X345,true
38,X6,X110,true
39,X283,X477,true
40,X63,X144,true
41,X0,X3,true
42,X20,X285,true
43,X287,X349,true
44,X343,X453,true
45,X7,X212,true
46,X3,X7,true
47,X372,X454,true
48,X15,X26,true
49,X7,X103,true
50,X30,X257,true
51,X15,X128,true
52,X52,X456,true
53,X277,X421,true
54,X86,X336,true
55,X31,X286,true
56,X21,X267,true
57,X58,X218,true
58,X125,X149,true
59,X32,X148,true
60,X46,X240,true
61,X39,X308,true
62,X4,X24,true
63,X302,X313,true
64,X72,X277,true
65,X21,X220,true
66,X15,X152,true
67,X341,X368,true
68,X123,X285,true
69,X17,X434,true
70,X28,X59,true
71,X72,X300,true
72,X51,X196,true
73,X0,X74,true
74,X48,X195,true
75,X87,X88,true
76,X445,X459,true
77,X48,X404,true
78,X10,X21,true
79,X31,X310,true
80,X16,X465,true
81,X126,X448,true
82,X88,X406,true
83,X147,X185,true
84,X31,X93,true
85,X278,X460,true
86,X1,X7,true
87,X0,X287,true
88,X31,X290,true
89,X59,X377,true
90,X2,X116,true
91,X174,X425,true
92,X17,X49,true
93,X112,X216,true
94,X188,X384,true
95,X0,X161,true
96,X0,X332,true
97,X46,X424,true
98,X367,X439,true
99,X188,X466,true
100,X29,X39,true
101,X57,X484,true
102,X25,X48,true
103,X59,X288,true
104,X40,X221,true
105,X52,X389,true
106,X353,X382,true
107,X59,X273,true
108,X132,X211,true
109,X127,X254,true
110,X109,X201,true
111,X41,X94,true
112,X65,X311,true
113,X309,X392,true
114,X184,X358,true
115,X68,X412,true
116,X141,X426,true
117,X0,X142,true
118,X72,X370,true
119,X25,X111,true
120,X11,X58,true
121,X21,X77,true
122,X33,X169,true
123,X1,X382,true
124,X11,X180,true
125,X3,X5,true
126,X7,X13,true
127,X168,X321,true
128,X72,X143,true
129,X38,X301,true
130,X79,X173,true
131,X4,X275,true
132,X48,X109,true
133,X21,X325,true
134,X35,X189,true
135,X106,X155,true
136,X6,X282,true
137,X45,X250,true
138,X163,X199,true
139,X280,X402,true
140,X46,X254,true
141,X23,X31,true
142,X109,X453,true
143,X52,X415,true
144,X123,X286,true
145,X176,X397,true
146,X12,X28,true
147,X158,X309,true
148,X1,X33,true
149,X25,X450,true
150,X50,X438,true
151,X15,X420,true
152,X30,X129,true
153,X189,X247,true
154,X57,X324,true
155,X87,X314,true
156,X71,X260,true
157,X2,X354,true
158,X21,X73,true
159,X4,X357,true
160,X48,X365,true
161,X6,X18,true
162,X6,X38,true
163,X1,X334,true
164,X22,X200,true
165,X9,X35,true
166,X352,X499,true
167,X0,X183,true
168,X45,X364,true
169,X40,X176,true
170,X2,X4,true
171,X64,X390,true
172,X243,X454,true
173,X1,X154,true
174,X5,X488,true
175,X216,X496,true
176,X39,X348,true
177,X62,X101,true
178,X5,X112,true
179,X175,X315,true
180,X15,X189,true
181,X2,X19,true
182,X21,X27,true
183,X25,X137,true
184,X5,X12,true
185,X40,X50,true
186,X27,X249,true
187,X1,X23,true
188,X21,X392,true
189,X3,X30,true
190,X3,X13,true
191,X78,X125,true
192,X94,X408,true
193,X3,X170,true
194,X21,X62,true
195,X89,X130,true
196,X223,X263,true
197,X66,X452,true
198,X26,X64,true
199,X101,X132,false
200,X364,X462,false
201,X3,X498,false
202,X308,X123,false
203,X149,X215,false
204,X441,X136,false
205,X298,X456,false
206,X298,X318,false
207,X311,X353,false
208,X126,X408,false
209,X51,X13,false
210,X321,X252,false
211,X417,X25,false
212,X173,X326,false
213,X378,X428,false
214,X469,X367,false
215,X349,X346,false
216,X211,X156,false
217,X142,X406,false
218,X384,X408,false
219,X268,X317,false
220,X82,X228,false
221,X343,X278,false
222,X458,X271,false
223,X120,X337,false
224,X326,X173,false
225,X325,X205,false
226,X394,X315,false
227,X424,X11,false
228,X111,X241,false
229,X174,X132,false
230,X38,X488,false
231,X458,X95,false
232,X77,X90,false
233,X427,X139,false
234,X219,X414,false
235,X256,X318,false
236,X193,X270,false
237,X455,X117,false
238,X458,X320,false
239,X381,X176,false
240,X241,X170,false
241,X155,X479,false
242,X91,X226,false
243,X421,X129,false
244,X71,X127,false
245,X239,X189,false
246,X235,X193,false
247,X346,X2,false
248,X129,X153,false
249,X244,X111,false
250,X87,X282,false
251,X53,X477,false
252,X475,X294,false
253,X153,X454,false
254,X396,X146,false
255,X372,X295,false
256,X340,X28,false
257,X217,X369,false
258,X97,X453,false
259,X49,X0,false
260,X434,X116,false
261,X216,X474,false
262,X92,X48,false
263,X176,X328,false
264,X460,X128,false
265,X252,X425,false
266,X434,X459,false
267,X385,X464,false
268,X65,X350,false
269,X63,X139,false
270,X269,X316,false
271,X219,X384,false
272,X474,X388,false
273,X222,X485,false
274,X213,X276,false
275,X225,X455,false
276,X417,X379,false
277,X326,X219,false
278,X453,X410,false
279,X0,X181,false
280,X107,X346,false
281,X308,X458,false
282,X267,X145,false
283,X206,X354,false
284,X151,X345,false
285,X106,X312,false
286,X95,X482,false
287,X494,X293,false
288,X359,X8,false
289,X89,X483,false
290,X441,X156,false
291,X152,X24,false
292,X42,X407,false
293,X385,X382,false
294,X334,X53,false
295,X315,X250,false
296,X169,X0,false
297,X315,X397,false
298,X239,X312,false
299,X59,X205,false
300,X27,X229,false
301,X269,X242,false
302,X365,X486,false
303,X49,X489,false
304,X282,X190,false
305,X422,X338,false
306,X463,X359,false
307,X228,X258,false
308,X79,X159,false
309,X187,X223,false
310,X79,X95,false
311,X31,X79,false
312,X339,X10,false
313,X63,X274,false
314,X85,X270,false
315,X311,X49,false
316,X67,X50,false
317,X204,X122,false
318,X298,X82,false
319,X156,X76,false
320,X461,X383,false
321,X52,X271,false
322,X185,X321,false
323,X44,X303,false
324,X279,X432,false
325,X471,X6,false
326,X56,X341,false
