ID,Parent,Child,TrueOrFalse
0,X51,X196,true
1,X107,X136,true
2,X17,X328,true
3,X1,X334,true
4,X1,X11,true
5,X2,X127,true
6,X24,X239,true
7,X28,X112,true
8,X84,X472,true
9,X31,X241,true
10,X28,X150,true
11,X160,X291,true
12,X86,X336,true
13,X106,X158,true
14,X147,X185,true
15,X84,X138,true
16,X154,X369,true
17,X13,X16,true
18,X17,X308,true
19,X42,X236,true
20,X30,X422,true
21,X59,X329,true
22,X0,X1,true
23,X79,X128,true
24,X33,X313,true
25,X83,X162,true
26,X18,X322,true
27,X94,X327,true
28,X386,X442,true
29,X6,X178,true
30,X30,X261,true
31,X94,X108,true
32,X196,X325,true
33,X33,X188,true
34,X297,X396,true
35,X30,X165,true
36,X114,X199,true
37,X297,X319,true
38,X265,X469,true
39,X150,X219,true
40,X210,X222,true
41,X68,X317,true
42,X123,X285,true
43,X72,X99,true
44,X21,X27,true
45,X40,X77,true
46,X59,X210,true
47,X27,X165,true
48,X21,X44,true
49,X31,X43,true
50,X193,X469,true
51,X290,X408,true
52,X67,X259,true
53,X87,X88,true
54,X154,X194,true
55,X7,X40,true
56,X445,X459,true
57,X1,X8,true
58,X32,X148,true
59,X35,X68,true
60,X35,X246,true
61,X21,X88,true
62,X1,X373,true
63,X97,X417,true
64,X12,X86,true
65,X21,X442,true
66,X12,X394,true
67,X28,X68,true
68,X0,X105,true
69,X78,X125,true
70,X22,X197,true
71,X6,X360,true
72,X7,X153,true
73,X196,X232,true
74,X260,X321,true
75,X48,X109,true
76,X255,X431,true
77,X1,X465,true
78,X158,X400,true
79,X3,X7,true
80,X7,X130,true
81,X72,X225,true
82,X0,X337,true
83,X12,X238,true
84,X87,X324,true
85,X7,X230,true
86,X0,X42,true
87,X88,X213,true
88,X52,X307,true
89,X95,X483,true
90,X34,X127,true
91,X94,X366,true
92,X341,X467,true
93,X258,X336,true
94,X18,X228,true
95,X30,X256,true
96,X35,X189,true
97,X21,X93,true
98,X56,X224,true
99,X293,X303,true
100,X6,X226,true
101,X41,X274,true
102,X6,X374,true
103,X3,X111,true
104,X90,X126,true
105,X3,X295,true
106,X40,X265,true
107,X190,X277,true
108,X127,X254,true
109,X390,X457,true
110,X127,X282,true
111,X174,X425,true
112,X21,X60,true
113,X309,X493,true
114,X29,X330,true
