ID,Parent,Child,TrueOrFalse
0,X145,X167,true
1,X128,X262,true
2,X132,X264,true
3,X40,X54,true
4,X0,X84,true
5,X52,X456,true
6,X193,X497,true
7,X71,X302,true
8,X125,X410,true
9,X30,X201,true
10,X112,X346,true
11,X176,X397,true
12,X224,X235,true
13,X188,X231,true
14,X22,X80,true
15,X11,X276,true
16,X390,X457,true
17,X62,X101,true
18,X25,X40,true
19,X19,X205,true
20,X177,X404,true
21,X6,X448,true
22,X7,X130,true
23,X124,X446,true
24,X116,X154,true
25,X17,X297,true
26,X9,X383,true
27,X188,X206,true
28,X4,X10,true
29,X25,X56,true
30,X128,X255,true
31,X28,X87,true
32,X6,X282,true
33,X21,X27,true
34,X422,X482,true
35,X15,X90,true
36,X111,X195,true
37,X77,X124,true
38,X199,X318,true
39,X7,X18,true
40,X240,X383,true
41,X31,X44,true
42,X0,X244,true
43,X91,X418,true
44,X280,X402,true
45,X196,X322,true
46,X2,X4,true
47,X309,X392,true
48,X7,X405,true
49,X29,X39,true
50,X31,X217,true
51,X2,X11,true
52,X2,X3,true
53,X94,X262,true
54,X63,X346,true
55,X14,X391,true
56,X58,X63,true
57,X1,X443,true
58,X11,X347,true
59,X21,X197,true
60,X132,X153,true
61,X38,X215,true
62,X59,X479,true
63,X367,X439,true
64,X72,X300,true
65,X171,X463,true
66,X3,X6,true
67,X155,X284,true
68,X7,X30,true
69,X188,X466,true
70,X266,X491,true
71,X6,X226,true
72,X148,X315,true
73,X72,X143,true
74,X69,X71,true
75,X287,X302,true
76,X1,X114,true
77,X252,X449,true
78,X34,X447,true
79,X158,X400,true
80,X15,X213,true
81,X11,X116,true
82,X58,X69,true
83,X1,X229,true
84,X48,X53,true
85,X1,X487,true
86,X0,X135,true
87,X87,X324,true
88,X268,X447,true
89,X71,X166,true
90,X8,X14,true
91,X7,X48,true
92,X46,X424,true
93,X141,X426,true
94,X89,X145,true
95,X360,X449,true
96,X52,X440,true
97,X18,X450,true
98,X64,X156,true
99,X130,X241,true
100,X63,X98,true
101,X2,X132,true
102,X6,X69,true
103,X27,X273,true
104,X217,X299,true
105,X59,X97,true
106,X185,X194,true
107,X170,X173,true
108,X0,X1,true
109,X76,X104,true
110,X22,X72,true
111,X88,X406,true
112,X21,X88,true
113,X59,X174,true
114,X170,X187,true
115,X12,X66,true
116,X66,X452,true
117,X21,X44,true
118,X0,X71,true
119,X64,X390,true
120,X31,X241,true
121,X25,X81,true
122,X1,X480,true
123,X21,X370,true
124,X17,X120,true
125,X199,X207,true
126,X276,X422,true
127,X24,X239,true
128,X195,X251,true
129,X3,X9,true
130,X20,X248,true
131,X62,X129,true
132,X6,X66,true
133,X351,X432,true
134,X1,X11,true
135,X123,X286,true
136,X0,X76,true
137,X213,X228,true
138,X84,X366,true
139,X71,X202,true
140,X193,X469,true
141,X30,X422,true
142,X0,X32,true
143,X33,X214,true
144,X13,X141,true
145,X217,X339,true
146,X33,X169,true
147,X297,X319,true
148,X39,X149,true
149,X386,X442,true
150,X189,X247,true
151,X0,X8,true
152,X7,X101,true
153,X101,X235,true
154,X64,X367,true
155,X38,X355,true
156,X58,X75,true
157,X293,X303,true
158,X87,X208,true
159,X158,X472,true
160,X215,X351,true
161,X92,X120,true
162,X1,X24,true
163,X173,X487,true
164,X2,X427,true
165,X4,X80,true
166,X30,X39,true
167,X28,X183,true
168,X71,X237,true
169,X302,X378,true
170,X127,X282,true
171,X11,X238,true
172,X87,X412,true
173,X59,X221,true
174,X3,X117,true
175,X0,X332,true
176,X1,X16,true
177,X30,X129,true
178,X321,X379,true
179,X17,X308,true
180,X256,X387,true
181,X28,X140,true
182,X0,X161,true
183,X92,X481,true
184,X21,X430,true
185,X81,X171,true
186,X31,X340,true
187,X52,X206,true
188,X9,X396,true
189,X51,X196,true
190,X25,X111,true
191,X441,X464,true
192,X14,X247,true
193,X94,X408,true
194,X0,X403,true
195,X31,X301,true
196,X256,X478,true
197,X51,X152,true
198,X234,X420,true
199,X25,X326,false
200,X406,X446,false
201,X472,X42,false
202,X117,X335,false
203,X234,X409,false
204,X409,X288,false
205,X433,X277,false
206,X103,X55,false
207,X363,X218,false
208,X116,X32,false
209,X126,X29,false
210,X19,X220,false
211,X117,X373,false
212,X66,X54,false
213,X195,X467,false
214,X348,X181,false
215,X220,X104,false
216,X224,X45,false
217,X317,X8,false
218,X207,X326,false
219,X478,X166,false
220,X81,X387,false
221,X101,X135,false
222,X279,X355,false
223,X296,X403,false
224,X312,X437,false
225,X178,X421,false
226,X29,X478,false
227,X493,X480,false
228,X272,X324,false
229,X314,X28,false
230,X292,X158,false
231,X62,X117,false
232,X348,X347,false
233,X363,X324,false
234,X358,X278,false
235,X476,X351,false
236,X473,X100,false
237,X244,X327,false
238,X91,X457,false
239,X358,X155,false
240,X271,X374,false
241,X389,X295,false
242,X132,X70,false
243,X307,X189,false
244,X326,X84,false
245,X278,X132,false
246,X71,X412,false
247,X80,X130,false
248,X306,X491,false
249,X367,X312,false
250,X489,X117,false
251,X399,X145,false
252,X320,X369,false
253,X237,X440,false
254,X256,X201,false
255,X473,X300,false
256,X24,X204,false
257,X391,X231,false
258,X238,X21,false
259,X334,X434,false
260,X139,X89,false
261,X127,X387,false
262,X121,X440,false
263,X290,X447,false
264,X469,X301,false
265,X135,X218,false
266,X110,X243,false
267,X433,X133,false
268,X42,X48,false
269,X482,X259,false
270,X62,X436,false
271,X86,X346,false
272,X264,X75,false
273,X93,X92,false
274,X207,X29,false
275,X15,X217,false
276,X218,X268,false
277,X63,X284,false
278,X73,X96,false
279,X338,X163,false
280,X470,X490,false
281,X373,X463,false
282,X338,X119,false
283,X259,X104,false
284,X100,X162,false
285,X496,X44,false
286,X318,X452,false
287,X166,X201,false
288,X7,X189,false
289,X333,X89,false
290,X259,X169,false
291,X258,X207,false
292,X77,X405,false
293,X24,X40,false
294,X136,X227,false
295,X128,X34,false
296,X191,X340,false
297,X372,X80,false
298,X205,X298,false
299,X179,X45,false
300,X175,X452,false
301,X438,X441,false
302,X318,X416,false
303,X299,X246,false
304,X460,X311,false
305,X162,X273,false
306,X32,X253,false
307,X355,X300,false
308,X159,X436,false
309,X212,X363,false
310,X173,X452,false
311,X111,X397,false
312,X232,X491,false
313,X450,X194,false
314,X59,X185,false
315,X428,X462,false
316,X426,X461,false
317,X174,X386,false
318,X142,X440,false
319,X261,X365,false
320,X245,X164,false
321,X196,X22,false
322,X31,X260,false
323,X171,X286,false
324,X464,X120,false
325,X60,X191,false
326,X254,X409,false
327,X189,X118,false
328,X112,X310,false
329,X497,X274,false
330,X235,X379,false
331,X141,X43,false
332,X152,X173,false
333,X245,X309,false
334,X117,X79,false
335,X107,X116,false
336,X263,X336,false
337,X269,X394,false
338,X68,X65,false
339,X475,X8,false
340,X160,X304,false
341,X450,X137,false
342,X95,X59,false
343,X243,X320,false
344,X425,X370,false
345,X282,X50,false
346,X14,X208,false
347,X281,X366,false
348,X465,X190,false
349,X211,X372,false
350,X23,X420,false
351,X465,X242,false
352,X350,X447,false
353,X263,X423,false
354,X61,X267,false
355,X165,X6,false
356,X346,X481,false
357,X270,X465,false
358,X118,X32,false
359,X115,X435,false
360,X203,X405,false
361,X286,X375,false
362,X48,X50,false
363,X284,X94,false
364,X59,X26,false
365,X329,X392,false
366,X323,X380,false
367,X285,X65,false
368,X146,X298,false
369,X251,X102,false
370,X100,X308,false
371,X83,X492,false
372,X479,X467,false
373,X68,X141,false
374,X190,X449,false
375,X289,X241,false
376,X375,X446,false
377,X314,X214,false
378,X462,X196,false
379,X474,X405,false
380,X196,X451,false
381,X97,X172,false
382,X469,X213,false
383,X284,X435,false
384,X196,X256,false
385,X158,X268,false
386,X477,X499,false
387,X497,X309,false
388,X494,X378,false
389,X339,X142,false
390,X482,X78,false
391,X448,X415,false
392,X370,X219,false
393,X150,X194,false
394,X41,X348,false
395,X445,X426,false
396,X455,X180,false
397,X111,X285,false
