ID,Parent,Child,TrueOrFalse
0,X4,X210,true
1,X31,X119,true
2,X28,X233,true
3,X163,X418,true
4,X41,X326,true
5,X257,X294,true
6,X0,X183,true
7,X21,X168,true
8,X81,X157,true
9,X193,X497,true
10,X6,X18,true
11,X2,X116,true
12,X107,X333,true
13,X29,X340,true
14,X85,X245,true
15,X65,X292,true
16,X137,X215,true
17,X12,X37,true
18,X1,X114,true
19,X10,X157,true
20,X31,X241,true
21,X290,X303,true
22,X297,X319,true
23,X277,X421,true
24,X0,X244,true
25,X1,X81,true
26,X72,X78,true
27,X160,X291,true
28,X30,X261,true
29,X5,X17,true
30,X61,X394,true
31,X126,X448,true
32,X109,X201,true
33,X20,X82,true
34,X31,X93,true
35,X31,X41,true
36,X261,X415,true
37,X209,X218,true
38,X59,X174,true
39,X1,X341,true
40,X132,X153,true
41,X213,X295,true
42,X37,X107,true
43,X255,X462,true
44,X59,X70,true
45,X6,X38,true
46,X61,X455,true
47,X276,X422,true
48,X4,X80,true
49,X421,X477,true
50,X10,X360,true
51,X69,X71,true
52,X7,X20,true
53,X203,X279,true
54,X2,X234,true
55,X64,X455,true
56,X40,X77,true
57,X18,X114,true
58,X16,X177,true
59,X15,X37,true
60,X11,X78,true
61,X30,X317,true
62,X99,X200,true
63,X0,X34,true
64,X240,X383,true
65,X83,X144,true
66,X234,X356,true
67,X1,X223,true
68,X52,X389,true
69,X158,X234,true
70,X159,X266,true
71,X1,X475,true
72,X254,X468,true
73,X0,X42,true
74,X84,X391,true
75,X17,X434,true
76,X6,X282,true
77,X155,X284,true
78,X6,X22,true
79,X207,X245,true
80,X147,X185,true
81,X48,X369,true
82,X5,X95,true
83,X3,X146,true
84,X21,X464,true
85,X0,X20,true
86,X130,X241,true
87,X195,X251,true
88,X21,X197,true
89,X213,X228,true
90,X309,X392,true
91,X21,X428,true
92,X65,X311,true
93,X139,X384,true
94,X1,X274,true
95,X2,X127,true
96,X27,X273,true
97,X301,X378,true
98,X15,X64,true
99,X38,X59,true
100,X21,X442,true
101,X97,X417,true
102,X42,X236,true
103,X40,X96,true
104,X58,X63,true
105,X53,X323,true
106,X2,X83,true
107,X2,X19,true
108,X21,X325,true
109,X35,X68,true
110,X28,X183,true
111,X158,X472,true
112,X290,X350,true
113,X309,X493,true
114,X41,X398,true
115,X59,X381,true
116,X32,X244,true
117,X52,X206,true
118,X1,X487,true
119,X11,X180,true
120,X6,X34,true
121,X302,X362,true
122,X30,X290,true
123,X199,X441,true
124,X51,X56,true
125,X441,X464,true
126,X6,X63,true
127,X1,X480,true
128,X6,X33,true
129,X6,X360,true
130,X1,X5,true
131,X28,X198,true
132,X86,X336,true
133,X62,X147,true
134,X3,X227,true
135,X91,X458,true
136,X1,X443,true
137,X278,X460,true
138,X293,X335,true
139,X215,X417,true
140,X21,X27,true
141,X25,X56,true
142,X91,X133,true
143,X125,X427,true
144,X41,X145,true
145,X30,X289,true
146,X69,X327,true
147,X190,X277,true
148,X21,X430,true
149,X132,X211,true
150,X92,X125,true
151,X77,X124,true
152,X39,X348,true
153,X51,X148,true
154,X24,X363,true
155,X13,X16,true
156,X240,X372,true
157,X48,X404,true
158,X1,X8,true
159,X124,X298,true
160,X216,X249,true
161,X353,X382,true
162,X26,X64,true
163,X23,X79,true
164,X170,X395,true
165,X196,X307,true
166,X0,X22,true
167,X14,X391,true
168,X64,X156,true
169,X2,X3,true
170,X41,X94,true
171,X3,X193,true
172,X26,X191,true
173,X33,X313,true
174,X148,X315,true
175,X75,X316,true
176,X14,X92,true
177,X59,X97,true
178,X0,X105,true
179,X230,X451,true
180,X261,X489,true
181,X3,X297,true
182,X1,X16,true
183,X63,X346,true
184,X25,X283,true
185,X1,X14,true
186,X189,X494,true
187,X7,X411,true
188,X23,X31,true
189,X16,X190,true
190,X42,X333,true
191,X42,X401,true
192,X145,X252,true
193,X31,X191,true
194,X0,X2,true
195,X87,X208,true
196,X152,X253,true
197,X13,X108,true
198,X88,X428,true
199,X401,X402,false
200,X445,X447,false
201,X365,X137,false
202,X395,X3,false
203,X294,X22,false
204,X241,X186,false
205,X263,X10,false
206,X144,X442,false
207,X494,X33,false
208,X242,X494,false
209,X389,X59,false
210,X395,X109,false
211,X90,X447,false
212,X339,X243,false
213,X23,X399,false
214,X54,X133,false
215,X462,X55,false
216,X451,X166,false
217,X347,X171,false
218,X308,X413,false
219,X356,X456,false
220,X93,X1,false
221,X336,X238,false
222,X277,X145,false
223,X442,X175,false
224,X190,X412,false
225,X263,X138,false
226,X485,X279,false
227,X448,X259,false
228,X463,X49,false
229,X126,X280,false
230,X486,X437,false
231,X14,X292,false
232,X187,X451,false
233,X390,X227,false
234,X399,X206,false
235,X362,X41,false
236,X242,X400,false
237,X380,X302,false
238,X97,X430,false
239,X134,X169,false
240,X360,X498,false
241,X216,X221,false
242,X398,X144,false
243,X222,X294,false
244,X343,X355,false
245,X363,X209,false
246,X364,X119,false
247,X466,X274,false
248,X466,X325,false
249,X108,X91,false
250,X81,X378,false
251,X121,X94,false
252,X343,X113,false
253,X282,X441,false
254,X148,X100,false
255,X260,X421,false
256,X271,X303,false
257,X196,X313,false
258,X150,X319,false
259,X125,X337,false
260,X165,X332,false
261,X152,X226,false
262,X475,X402,false
263,X208,X325,false
264,X466,X468,false
265,X356,X258,false
266,X489,X408,false
267,X265,X178,false
268,X378,X11,false
269,X404,X163,false
270,X148,X167,false
271,X186,X455,false
272,X234,X98,false
273,X399,X348,false
274,X311,X226,false
275,X83,X141,false
276,X219,X413,false
277,X154,X115,false
278,X81,X453,false
279,X418,X290,false
280,X54,X94,false
281,X166,X360,false
282,X354,X71,false
283,X97,X163,false
284,X475,X292,false
285,X239,X93,false
286,X344,X129,false
287,X164,X214,false
288,X64,X327,false
289,X331,X386,false
290,X339,X193,false
291,X374,X202,false
292,X451,X27,false
293,X120,X37,false
294,X392,X312,false
295,X101,X286,false
296,X362,X247,false
297,X253,X324,false
298,X396,X284,false
299,X159,X323,false
300,X270,X461,false
301,X144,X265,false
302,X49,X308,false
303,X484,X57,false
304,X183,X284,false
305,X397,X177,false
306,X124,X432,false
307,X195,X459,false
308,X280,X495,false
309,X177,X175,false
310,X115,X358,false
311,X118,X448,false
312,X251,X442,false
313,X418,X276,false
314,X301,X274,false
315,X216,X257,false
316,X340,X368,false
317,X11,X216,false
318,X23,X360,false
319,X111,X250,false
320,X114,X231,false
321,X396,X152,false
322,X245,X304,false
323,X92,X184,false
324,X375,X345,false
325,X295,X305,false
326,X409,X200,false
327,X44,X74,false
328,X160,X256,false
329,X332,X312,false
330,X190,X346,false
331,X320,X296,false
332,X469,X115,false
333,X322,X312,false
334,X237,X496,false
335,X215,X310,false
336,X494,X200,false
337,X248,X281,false
338,X365,X95,false
339,X460,X217,false
340,X492,X187,false
341,X410,X368,false
342,X464,X101,false
343,X277,X185,false
344,X29,X277,false
345,X453,X484,false
346,X432,X463,false
347,X64,X398,false
348,X461,X426,false
349,X31,X211,false
350,X230,X465,false
351,X90,X155,false
352,X326,X310,false
353,X173,X321,false
354,X180,X36,false
355,X296,X221,false
356,X359,X136,false
357,X353,X53,false
358,X210,X356,false
359,X496,X237,false
360,X284,X201,false
361,X312,X458,false
362,X408,X356,false
363,X497,X166,false
364,X452,X26,false
365,X266,X138,false
366,X130,X184,false
367,X493,X477,false
368,X104,X214,false
369,X50,X82,false
370,X395,X422,false
371,X44,X63,false
372,X324,X116,false
373,X394,X460,false
374,X50,X342,false
375,X337,X133,false
376,X9,X448,false
377,X483,X476,false
378,X328,X286,false
379,X122,X9,false
380,X121,X329,false
381,X224,X226,false
382,X317,X15,false
383,X429,X16,false
384,X164,X290,false
385,X53,X258,false
386,X368,X261,false
387,X357,X15,false
388,X145,X498,false
389,X11,X21,false
390,X22,X235,false
391,X259,X213,false
392,X53,X132,false
393,X468,X388,false
394,X319,X102,false
395,X340,X274,false
396,X214,X470,false
397,X51,X57,false
