ID,Parent,Child,TrueOrFalse
0,X78,X125,true
1,X293,X303,true
2,X99,X200,true
3,X360,X361,true
4,X135,X343,true
5,X148,X315,true
6,X11,X338,true
7,X109,X453,true
8,X7,X153,true
9,X59,X381,true
10,X38,X355,true
11,X39,X348,true
12,X15,X192,true
13,X41,X135,true
14,X2,X74,true
15,X2,X61,true
16,X309,X493,true
17,X100,X271,true
18,X7,X60,true
19,X59,X142,true
20,X1,X278,true
21,X158,X400,true
22,X15,X31,true
23,X25,X431,true
24,X234,X356,true
25,X21,X464,true
26,X372,X454,true
27,X1,X115,true
28,X28,X198,true
29,X92,X481,true
30,X23,X31,true
31,X7,X94,true
32,X17,X434,true
33,X256,X387,true
34,X422,X482,true
35,X1,X33,true
36,X58,X358,true
37,X48,X365,true
38,X21,X41,true
39,X21,X430,true
40,X302,X362,true
41,X16,X214,true
42,X145,X294,true
43,X76,X104,true
44,X78,X193,true
45,X21,X359,true
46,X1,X495,true
47,X193,X469,true
48,X25,X40,true
49,X201,X437,true
50,X0,X185,true
51,X185,X194,true
52,X37,X248,true
53,X206,X252,true
54,X77,X124,true
55,X7,X89,true
56,X25,X283,true
57,X269,X488,true
58,X75,X298,true
59,X19,X211,true
60,X106,X155,true
61,X15,X420,true
62,X46,X240,true
63,X0,X2,true
64,X37,X107,true
65,X6,X374,true
66,X14,X92,true
67,X25,X26,true
68,X13,X92,true
69,X3,X352,true
70,X252,X449,true
71,X84,X242,true
72,X1,X81,true
73,X28,X140,true
74,X37,X83,true
75,X170,X395,true
76,X28,X87,true
77,X87,X258,true
78,X240,X383,true
79,X72,X78,true
80,X213,X261,true
81,X1,X7,true
82,X21,X202,true
83,X0,X161,true
84,X95,X205,true
85,X0,X71,true
86,X39,X184,true
87,X15,X26,true
88,X11,X102,true
89,X106,X166,true
90,X7,X103,true
91,X39,X149,true
92,X3,X30,true
93,X106,X158,true
94,X150,X226,true
95,X128,X281,true
96,X30,X290,true
97,X62,X67,true
98,X1,X349,true
99,X290,X350,true
100,X3,X76,true
101,X5,X47,true
102,X1,X121,true
103,X0,X42,true
104,X15,X152,true
105,X31,X462,true
106,X52,X415,true
107,X90,X126,true
108,X158,X309,true
109,X199,X207,true
110,X66,X452,true
111,X343,X453,true
112,X178,X188,true
113,X1,X443,true
114,X21,X492,true
115,X42,X272,true
116,X67,X385,true
117,X22,X197,true
118,X16,X25,true
119,X22,X72,true
120,X12,X394,true
121,X276,X422,true
122,X129,X288,true
123,X52,X307,true
124,X13,X311,true
125,X35,X371,true
126,X52,X138,true
127,X109,X133,true
128,X0,X155,true
129,X258,X476,true
130,X302,X378,true
131,X28,X278,true
132,X323,X331,true
133,X1,X23,true
134,X52,X389,true
135,X10,X21,true
136,X114,X312,true
137,X129,X139,true
138,X278,X356,true
139,X61,X455,true
140,X282,X419,true
141,X0,X332,true
142,X193,X497,true
143,X127,X254,true
144,X58,X218,true
145,X21,X168,true
146,X6,X69,true
147,X174,X425,true
148,X215,X351,true
149,X14,X29,true
150,X64,X351,true
151,X46,X424,true
152,X325,X460,true
153,X48,X53,true
154,X33,X122,true
155,X7,X411,true
156,X37,X435,true
157,X15,X309,true
158,X390,X457,true
159,X1,X11,true
160,X25,X450,true
161,X94,X366,true
162,X19,X380,true
163,X128,X255,true
164,X350,X353,true
165,X409,X416,true
166,X16,X267,true
167,X12,X238,true
168,X29,X330,true
169,X0,X10,true
170,X1,X136,true
171,X449,X497,true
172,X96,X289,true
173,X3,X9,true
174,X5,X169,true
175,X71,X237,true
176,X21,X428,true
177,X62,X129,true
178,X7,X9,true
179,X0,X159,true
180,X1,X19,true
181,X171,X463,true
182,X57,X484,true
183,X6,X448,true
184,X65,X292,true
185,X6,X282,true
186,X2,X11,true
187,X5,X488,true
188,X6,X91,true
189,X59,X210,true
190,X7,X457,true
191,X31,X119,true
192,X29,X36,true
193,X173,X487,true
194,X27,X165,true
195,X18,X322,true
196,X23,X151,true
197,X159,X368,true
198,X175,X315,true
199,X236,X390,false
200,X8,X355,false
201,X148,X107,false
202,X208,X378,false
203,X473,X439,false
204,X5,X335,false
205,X258,X489,false
206,X369,X147,false
207,X364,X193,false
208,X258,X54,false
209,X240,X405,false
210,X48,X230,false
211,X226,X262,false
212,X104,X132,false
213,X305,X13,false
214,X261,X380,false
215,X257,X228,false
216,X34,X262,false
217,X302,X477,false
218,X107,X27,false
219,X255,X261,false
220,X459,X443,false
221,X279,X77,false
222,X163,X83,false
223,X455,X89,false
224,X85,X175,false
225,X126,X178,false
226,X406,X137,false
227,X334,X360,false
228,X103,X366,false
229,X362,X223,false
230,X76,X84,false
231,X477,X173,false
232,X468,X165,false
233,X337,X357,false
234,X138,X233,false
235,X490,X240,false
236,X62,X395,false
237,X218,X87,false
238,X471,X267,false
239,X122,X66,false
240,X359,X497,false
241,X361,X381,false
242,X388,X27,false
243,X53,X246,false
244,X180,X144,false
245,X93,X206,false
246,X253,X434,false
247,X165,X172,false
248,X430,X364,false
249,X170,X272,false
250,X374,X275,false
251,X103,X480,false
252,X287,X224,false
253,X321,X162,false
254,X255,X65,false
255,X55,X154,false
256,X217,X255,false
257,X84,X437,false
258,X168,X499,false
259,X417,X436,false
260,X324,X443,false
261,X100,X208,false
262,X232,X235,false
263,X376,X53,false
264,X364,X478,false
265,X44,X441,false
266,X266,X271,false
267,X479,X390,false
268,X266,X123,false
269,X174,X360,false
270,X291,X308,false
271,X228,X9,false
272,X250,X153,false
273,X316,X290,false
274,X84,X184,false
275,X312,X277,false
276,X123,X99,false
277,X117,X268,false
278,X89,X106,false
279,X471,X358,false
280,X411,X386,false
281,X456,X240,false
282,X341,X103,false
283,X328,X70,false
284,X479,X44,false
285,X208,X90,false
286,X200,X325,false
287,X154,X426,false
288,X333,X33,false
289,X0,X262,false
290,X257,X468,false
291,X76,X490,false
292,X16,X433,false
293,X360,X306,false
294,X302,X416,false
295,X473,X232,false
296,X363,X96,false
297,X292,X402,false
298,X52,X479,false
299,X133,X144,false
300,X28,X117,false
301,X278,X181,false
302,X192,X211,false
303,X361,X150,false
304,X370,X280,false
305,X117,X97,false
306,X349,X175,false
307,X1,X289,false
308,X446,X475,false
309,X344,X163,false
310,X179,X106,false
311,X139,X303,false
312,X298,X53,false
313,X179,X424,false
314,X378,X449,false
315,X463,X365,false
316,X133,X494,false
317,X378,X211,false
318,X161,X230,false
319,X362,X79,false
320,X327,X175,false
321,X297,X43,false
322,X454,X154,false
323,X298,X151,false
324,X32,X315,false
325,X213,X347,false
326,X98,X387,false
327,X94,X182,false
328,X453,X83,false
329,X245,X123,false
330,X219,X34,false
331,X68,X123,false
332,X335,X191,false
333,X399,X127,false
334,X376,X498,false
335,X89,X497,false
336,X279,X97,false
337,X499,X299,false
338,X280,X202,false
339,X139,X118,false
340,X273,X125,false
341,X70,X168,false
342,X165,X415,false
343,X9,X191,false
344,X397,X174,false
345,X409,X249,false
346,X259,X196,false
347,X364,X333,false
348,X215,X376,false
349,X451,X39,false
350,X466,X76,false
351,X247,X379,false
352,X403,X204,false
353,X348,X38,false
354,X129,X80,false
355,X214,X395,false
356,X363,X89,false
357,X336,X245,false
358,X15,X198,false
359,X142,X15,false
360,X442,X372,false
361,X77,X360,false
362,X176,X72,false
363,X123,X130,false
364,X266,X116,false
365,X8,X334,false
366,X453,X140,false
367,X190,X266,false
368,X399,X390,false
369,X349,X420,false
370,X289,X419,false
371,X137,X359,false
372,X231,X119,false
373,X3,X191,false
374,X130,X327,false
375,X408,X496,false
376,X479,X125,false
377,X156,X419,false
378,X278,X69,false
379,X75,X88,false
380,X345,X408,false
381,X163,X462,false
382,X233,X373,false
383,X459,X121,false
384,X379,X400,false
385,X398,X139,false
386,X144,X158,false
387,X146,X418,false
388,X117,X189,false
389,X364,X231,false
390,X70,X31,false
391,X368,X381,false
392,X280,X455,false
393,X357,X363,false
394,X242,X71,false
395,X434,X420,false
396,X291,X347,false
397,X462,X6,false
