ID,Parent,Child,TrueOrFalse
0,ECO_WealthQuintile,HOU_ModernWallMaterial,true
1,ECO_WealthQuintile,WSH_WashWithAgent,true
2,GEO_Region,WSH_ImprovedWaterSource,true
3,KNW_WatchTV,IMM_Measles,true
4,BF_BottleFeeding,DIA_HadDiarrhoea,true
5,GEO_Region,BF_BottleFeeding,true
6,CUL_Religion,BF_BreastfedMonths,true
7,WSH_ImprovedWaterSource,WSH_WaterTreated,true
8,ECO_WealthQuintile,BF_BottleFeeding,true
9,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
10,CUL_LanguageGroup,BF_EarlyBreastfeeding,true
11,MTH_Education,KNW_WatchTV,true
12,KNW_WatchTV,FP_ModernMethod,true
13,CUL_LanguageGroup,MTH_Education,true
14,WSH_WaterTreated,BF_EarlyBreastfeeding,false
15,HOU_ModernWallMaterial,KNW_WatchTV,false
16,FP_ModernMethod,CUL_Religion,false
17,WSH_ImprovedToilet,MTH_Education,false
18,IMM_VitaminA1,MTH_Education,false
19,WSH_ImprovedWaterSource,CUL_Religion,false
20,IMM_VitaminA1,FP_BirthsLast5Yrs,false
21,HOU_ModernWallMaterial,WSH_WashWithAgent,false
22,SRV_OKAlone,DIA_HadDiarrhoea,false
23,SRV_Near,BF_BreastfedMonths,false
24,HOU_CookingFuel,ECO_WealthQuintile,false
25,DIA_HadDiarrhoea,WSH_WaterTreated,false
26,BF_BottleFeeding,GEO_Region,false
27,CHI_Age,BF_EarlyBreastfeeding,false
