ID,Parent,Child,TrueOrFalse
0,ECO_WealthQuintile,HOU_ModernWallMaterial,true
1,FP_ModernMethod,FP_BirthsLast5Yrs,true
2,HOU_CookingFuel,WSH_WaterTreated,true
3,CUL_LanguageGroup,HOU_CookingFuel,true
4,ECO_WealthQuintile,HOU_CookingFuel,true
5,ECO_WealthQuintile,WSH_WashWithAgent,true
6,KNW_WatchTV,IMM_Measles,true
7,ECO_WealthQuintile,WSH_ImprovedWaterSource,true
8,MTH_Education,BF_BottleFeeding,true
9,GEO_Region,CUL_LanguageGroup,true
10,BF_EarlyBreastfeeding,DIA_HadDiarrhoea,true
11,GEO_Region,BF_EarlyBreastfeeding,true
12,MTH_Education,SRV_Near,true
13,IMM_Measles,DIA_HadDiarrhoea,true
14,IMM_Diptheria,SRV_OKAlone,false
15,WSH_WashWithAgent,WSH_ImprovedToilet,false
16,BF_BottleFeeding,MTH_Education,false
17,SRV_Near,MTH_Education,false
18,FP_ModernMethod,WSH_ImprovedToilet,false
19,SRV_Near,WSH_ImprovedWaterSource,false
20,CHI_Weight4Height,IMM_Diptheria,false
21,GEO_Region,CHI_Weight4Height,false
22,WSH_WashWithAgent,IMM_VitaminA1,false
23,GEO_Region,CHI_Age,false
24,BF_BottleFeeding,FP_ModernMethod,false
25,HOU_ModernWallMaterial,WSH_ImprovedWaterSource,false
26,CUL_Religion,WSH_ImprovedWaterSource,false
27,DEL_SmallBaby,IMM_VitaminA1,false
