ID,Parent,Child,TrueOrFalse
0,ECO_WealthQuintile,MTH_Education,true
1,CHI_Age,BF_BottleFeeding,true
2,MTH_Education,IMM_Diptheria,true
3,BF_EarlyBreastfeeding,DIA_HadDiarrhoea,true
4,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
5,MTH_Education,BF_BottleFeeding,true
6,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
7,SRV_Near,SRV_OKAlone,true
8,ECO_WealthQuintile,HOU_CookingFuel,true
9,GEO_Region,CUL_LanguageGroup,true
10,ECO_WealthQuintile,HOU_ModernWallMaterial,true
11,WSH_WashWithAgent,DIA_HadDiarrhoea,true
12,BF_BottleFeeding,DIA_HadDiarrhoea,true
13,MTH_MaternalAge,CHI_Age,true
14,SRV_Near,MTH_Education,false
15,DIA_HadDiarrhoea,GEO_Region,false
16,CUL_Religion,WSH_SafeStoolDisposal,false
17,GEO_Region,FP_BirthsLast5Yrs,false
18,MTH_Education,HOU_ModernWallMaterial,false
19,BF_BreastfedMonths,IMM_VitaminA1,false
20,IMM_Measles,BF_EarlyBreastfeeding,false
21,WSH_ImprovedToilet,KNW_WatchTV,false
22,WSH_ImprovedWaterSource,CHI_Weight4Height,false
23,FP_BirthsLast5Yrs,GEO_Region,false
24,WSH_ImprovedToilet,BF_EarlyBreastfeeding,false
25,BF_BreastfedMonths,MTH_MaternalAge,false
26,MTH_MaternalAge,CHI_Weight4Height,false
27,MTH_Education,HOU_CookingFuel,false
