ID,Parent,Child,TrueOrFalse
0,GEO_Region,BF_BottleFeeding,true
1,CUL_LanguageGroup,BF_EarlyBreastfeeding,true
2,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
3,MTH_Education,IMM_Diptheria,true
4,FP_BirthsLast5Yrs,CHI_Age,true
5,CHI_Age,IMM_VitaminA1,true
6,MTH_Education,KNW_WatchTV,true
7,WSH_WashWithAgent,DIA_HadDiarrhoea,true
8,ECO_WealthQuintile,HOU_CookingFuel,true
9,WSH_ImprovedWaterSource,WSH_WaterTreated,true
10,ECO_WealthQuintile,SRV_OKAlone,true
11,BF_BreastfedMonths,DIA_HadDiarrhoea,true
12,GEO_Region,WSH_ImprovedToilet,true
13,GEO_Region,BF_EarlyBreastfeeding,true
14,WSH_WashWithAgent,WSH_SafeStoolDisposal,false
15,MTH_Education,BF_EarlyBreastfeeding,false
16,MTH_MaternalAge,CHI_Weight4Height,false
17,HOU_ModernWallMaterial,WSH_ImprovedToilet,false
18,FP_BirthsLast5Yrs,BF_EarlyBreastfeeding,false
19,BF_BottleFeeding,HOU_CookingFuel,false
20,BF_EarlyBreastfeeding,IMM_Diptheria,false
21,WSH_ImprovedWaterSource,FP_ModernMethod,false
22,MTH_Education,GEO_Region,false
23,GEO_Region,FP_BirthsLast5Yrs,false
24,IMM_Diptheria,WSH_SafeStoolDisposal,false
25,WSH_WaterTreated,HOU_ModernWallMaterial,false
26,FP_BirthsLast5Yrs,HOU_ModernWallMaterial,false
27,IMM_Diptheria,SRV_OKAlone,false
