ID,Parent,Child,TrueOrFalse
0,ECO_WealthQuintile,MTH_Education,true
1,IMM_Diptheria,IMM_Measles,true
2,MTH_Education,IMM_Diptheria,true
3,CHI_Age,IMM_Diptheria,true
4,MTH_Education,SRV_Near,true
5,ECO_WealthQuintile,KNW_WatchTV,true
6,HOU_CookingFuel,WSH_WaterTreated,true
7,BF_BreastfedMonths,DIA_HadDiarrhoea,true
8,WSH_ImprovedWaterSource,WSH_WaterTreated,true
9,WSH_WaterTreated,DIA_HadDiarrhoea,true
10,KNW_WatchTV,IMM_Measles,true
11,CUL_LanguageGroup,HOU_CookingFuel,true
12,KNW_WatchTV,IMM_Diptheria,true
13,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
14,WSH_ImprovedToilet,FP_BirthsLast5Yrs,false
15,FP_ModernMethod,ECO_WealthQuintile,false
16,IMM_VitaminA1,WSH_WashWithAgent,false
17,IMM_Measles,BF_EarlyBreastfeeding,false
18,CUL_LanguageGroup,WSH_ImprovedToilet,false
19,MTH_MaternalAge,CUL_Religion,false
20,FP_ModernMethod,DEL_SmallBaby,false
21,HOU_CookingFuel,SRV_OKAlone,false
22,FP_ModernMethod,MTH_Education,false
23,CUL_Religion,WSH_ImprovedWaterSource,false
24,CUL_LanguageGroup,BF_BreastfedMonths,false
25,WSH_WaterTreated,HOU_CookingFuel,false
26,MTH_Education,WSH_ImprovedWaterSource,false
27,CUL_LanguageGroup,GEO_Region,false
