ID,Parent,Child,TrueOrFalse
0,GEO_Region,WSH_ImprovedToilet,true
1,ECO_WealthQuintile,DEL_SmallBaby,true
2,CHI_Age,IMM_Measles,true
3,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
4,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
5,WSH_ImprovedWaterSource,DIA_HadDiarrhoea,true
6,ECO_WealthQuintile,HOU_CookingFuel,true
7,CHI_Age,IMM_VitaminA1,true
8,ECO_WealthQuintile,KNW_WatchTV,true
9,KNW_WatchTV,IMM_Diptheria,true
10,CUL_LanguageGroup,HOU_ModernWallMaterial,true
11,ECO_WealthQuintile,SRV_OKAlone,true
12,GEO_Region,CUL_LanguageGroup,true
13,MTH_Education,SRV_Near,true
14,DEL_SmallBaby,WSH_ImprovedWaterSource,false
15,MTH_Education,BF_BreastfedMonths,false
16,IMM_VitaminA1,BF_BreastfedMonths,false
17,IMM_Diptheria,CHI_Age,false
18,GEO_Region,BF_BreastfedMonths,false
19,DIA_HadDiarrhoea,MTH_Education,false
20,CUL_LanguageGroup,MTH_MaternalAge,false
21,WSH_WashWithAgent,CHI_Weight4Height,false
22,SRV_Near,MTH_MaternalAge,false
23,BF_BreastfedMonths,KNW_WatchTV,false
24,WSH_SafeStoolDisposal,WSH_WaterTreated,false
25,IMM_Diptheria,MTH_Education,false
26,CHI_Weight4Height,MTH_Education,false
27,DEL_SmallBaby,GEO_Region,false
28,SRV_Near,IMM_Measles,false
29,MTH_Education,FP_BirthsLast5Yrs,false
30,MTH_MaternalAge,KNW_WatchTV,false
31,MTH_MaternalAge,WSH_ImprovedToilet,false
32,WSH_ImprovedWaterSource,SRV_OKAlone,false
33,WSH_ImprovedToilet,BF_EarlyBreastfeeding,false
34,BF_BreastfedMonths,DEL_SmallBaby,false
35,FP_BirthsLast5Yrs,ECO_WealthQuintile,false
36,DIA_HadDiarrhoea,CUL_Religion,false
37,FP_ModernMethod,DIA_HadDiarrhoea,false
38,SRV_OKAlone,IMM_Diptheria,false
39,DEL_SmallBaby,SRV_Near,false
40,CHI_Age,WSH_WaterTreated,false
41,IMM_Diptheria,CUL_Religion,false
