ID,Parent,Child,TrueOrFalse
0,ECO_WealthQuintile,KNW_WatchTV,true
1,ECO_WealthQuintile,DEL_SmallBaby,true
2,KNW_WatchTV,FP_ModernMethod,true
3,MTH_MaternalAge,CHI_Age,true
4,ECO_WealthQuintile,WSH_ImprovedToilet,true
5,IMM_Diptheria,IMM_Measles,true
6,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
7,DEL_SmallBaby,CHI_Weight4Height,true
8,CUL_LanguageGroup,WSH_ImprovedWaterSource,true
9,ECO_WealthQuintile,HOU_ModernWallMaterial,true
10,BF_EarlyBreastfeeding,DIA_HadDiarrhoea,true
11,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
12,ECO_WealthQuintile,SRV_Near,true
13,GEO_Region,BF_EarlyBreastfeeding,true
14,IMM_Measles,CHI_Age,false
15,FP_BirthsLast5Yrs,CUL_LanguageGroup,false
16,WSH_ImprovedToilet,ECO_WealthQuintile,false
17,DEL_SmallBaby,HOU_CookingFuel,false
18,GEO_Region,SRV_Near,false
19,WSH_WashWithAgent,HOU_ModernWallMaterial,false
20,KNW_WatchTV,CHI_Age,false
21,WSH_WashWithAgent,MTH_Education,false
22,DEL_SmallBaby,HOU_ModernWallMaterial,false
23,KNW_WatchTV,BF_BreastfedMonths,false
24,WSH_SafeStoolDisposal,WSH_ImprovedWaterSource,false
25,HOU_ModernWallMaterial,IMM_Measles,false
26,CUL_Religion,MTH_Education,false
27,GEO_Region,FP_ModernMethod,false
