ID,Parent,Child,TrueOrFalse
0,FP_ModernMethod,FP_BirthsLast5Yrs,true
1,IMM_Diptheria,IMM_Measles,true
2,MTH_Education,SRV_Near,true
3,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
4,ECO_WealthQuintile,BF_BreastfedMonths,true
5,GEO_Region,BF_BottleFeeding,true
6,ECO_WealthQuintile,KNW_WatchTV,true
7,ECO_WealthQuintile,HOU_CookingFuel,true
8,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
9,BF_BreastfedMonths,DIA_HadDiarrhoea,true
10,IMM_VitaminA1,IMM_Measles,true
11,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
12,ECO_WealthQuintile,WSH_SafeStoolDisposal,true
13,GEO_Region,CUL_LanguageGroup,true
14,CUL_LanguageGroup,CHI_Weight4Height,false
15,MTH_Education,WSH_SafeStoolDisposal,false
16,ECO_WealthQuintile,IMM_Measles,false
17,WSH_ImprovedToilet,DEL_SmallBaby,false
18,KNW_WatchTV,MTH_MaternalAge,false
19,SRV_Near,BF_BreastfedMonths,false
20,FP_BirthsLast5Yrs,GEO_Region,false
21,IMM_VitaminA1,CUL_LanguageGroup,false
22,WSH_WaterTreated,CUL_Religion,false
23,BF_BreastfedMonths,WSH_SafeStoolDisposal,false
24,SRV_Near,WSH_WaterTreated,false
25,HOU_ModernWallMaterial,WSH_ImprovedToilet,false
26,GEO_Region,WSH_WashWithAgent,false
27,SRV_Near,HOU_ModernWallMaterial,false
