ID,Parent,Child,TrueOrFalse
0,IMM_VitaminA1,IMM_Measles,true
1,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
2,CHI_Age,IMM_VitaminA1,true
3,CUL_LanguageGroup,BF_EarlyBreastfeeding,true
4,FP_BirthsLast5Yrs,CHI_Age,true
5,SRV_Near,SRV_OKAlone,true
6,MTH_MaternalAge,CHI_Age,true
7,FP_ModernMethod,FP_BirthsLast5Yrs,true
8,ECO_WealthQuintile,BF_BottleFeeding,true
9,KNW_WatchTV,IMM_Measles,true
10,ECO_WealthQuintile,BF_BreastfedMonths,true
11,CUL_LanguageGroup,HOU_CookingFuel,true
12,CUL_LanguageGroup,MTH_Education,true
13,GEO_Region,BF_EarlyBreastfeeding,true
14,HOU_ModernWallMaterial,IMM_Diptheria,false
15,CUL_Religion,WSH_WaterTreated,false
16,MTH_Education,FP_ModernMethod,false
17,CUL_Religion,WSH_ImprovedWaterSource,false
18,SRV_Near,CUL_LanguageGroup,false
19,BF_BottleFeeding,CUL_Religion,false
20,MTH_Education,BF_BreastfedMonths,false
21,WSH_WashWithAgent,FP_ModernMethod,false
22,CHI_Age,SRV_Near,false
23,CUL_LanguageGroup,CHI_Age,false
24,WSH_WaterTreated,CHI_Age,false
25,HOU_CookingFuel,WSH_SafeStoolDisposal,false
26,WSH_ImprovedToilet,ECO_WealthQuintile,false
27,BF_EarlyBreastfeeding,HOU_CookingFuel,false
