ID,Variable1,Variable2,TrueOrFalse
0,BF_BottleFeeding,DIA_HadDiarrhoea,true
1,HOU_CookingFuel,WSH_WaterTreated,true
2,CHI_Age,IMM_Diptheria,true
3,ECO_WealthQuintile,KNW_WatchTV,true
4,MTH_Education,IMM_Diptheria,true
5,MTH_Education,KNW_WatchTV,true
6,MTH_Education,IMM_VitaminA1,true
7,CUL_LanguageGroup,HOU_ModernWallMaterial,true
8,GEO_Region,CUL_LanguageGroup,true
9,CHI_Age,IMM_Measles,true
10,GEO_Region,BF_EarlyBreastfeeding,true
11,ECO_WealthQuintile,WSH_ImprovedToilet,true
12,CHI_Age,BF_BreastfedMonths,true
13,CUL_LanguageGroup,HOU_CookingFuel,true
14,MTH_Education,CHI_Weight4Height,false
15,HOU_ModernWallMaterial,BF_BreastfedMonths,false
16,WSH_SafeStoolDisposal,KNW_WatchTV,false
17,DEL_SmallBaby,GEO_Region,false
18,DIA_HadDiarrhoea,IMM_Diptheria,false
19,WSH_WaterTreated,BF_BottleFeeding,false
20,IMM_Diptheria,DIA_HadDiarrhoea,false
21,MTH_MaternalAge,IMM_VitaminA1,false
22,CHI_Age,ECO_WealthQuintile,false
23,FP_ModernMethod,CUL_Religion,false
24,DEL_SmallBaby,HOU_ModernWallMaterial,false
25,WSH_WaterTreated,SRV_Near,false
26,WSH_SafeStoolDisposal,MTH_Education,false
27,GEO_Region,DEL_SmallBaby,false
