ID,Parent,Child,TrueOrFalse
0,CUL_LanguageGroup,WSH_ImprovedWaterSource,true
1,ECO_WealthQuintile,KNW_WatchTV,true
2,ECO_WealthQuintile,HOU_ModernWallMaterial,true
3,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
4,WSH_ImprovedToilet,WSH_ImprovedWaterSource,true
5,KNW_WatchTV,FP_ModernMethod,true
6,ECO_WealthQuintile,MTH_Education,true
7,IMM_Diptheria,IMM_Measles,true
8,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
9,GEO_Region,WSH_ImprovedToilet,true
10,CHI_Age,IMM_VitaminA1,true
11,KNW_WatchTV,IMM_Diptheria,true
12,KNW_WatchTV,IMM_Measles,true
13,BF_BreastfedMonths,DIA_HadDiarrhoea,true
14,ECO_WealthQuintile,BF_BottleFeeding,true
15,SRV_Near,DEL_SmallBaby,true
16,CHI_Age,BF_BreastfedMonths,true
17,BF_EarlyBreastfeeding,DIA_HadDiarrhoea,true
18,MTH_Education,BF_BottleFeeding,true
19,MTH_Education,SRV_Near,true
20,MTH_MaternalAge,CHI_Age,true
21,WSH_WashWithAgent,DIA_HadDiarrhoea,true
22,IMM_Measles,DIA_HadDiarrhoea,true
23,MTH_Education,KNW_WatchTV,true
24,GEO_Region,ECO_WealthQuintile,true
25,ECO_WealthQuintile,HOU_CookingFuel,true
26,KNW_WatchTV,IMM_VitaminA1,true
27,GEO_Region,CUL_LanguageGroup,true
28,FP_ModernMethod,FP_BirthsLast5Yrs,true
29,ECO_WealthQuintile,DEL_SmallBaby,true
30,CUL_LanguageGroup,HOU_CookingFuel,true
31,DEL_SmallBaby,CHI_Weight4Height,true
32,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
33,CUL_LanguageGroup,ECO_WealthQuintile,true
34,DEL_SmallBaby,BF_EarlyBreastfeeding,false
35,CHI_Age,WSH_ImprovedWaterSource,false
36,BF_BottleFeeding,WSH_SafeStoolDisposal,false
37,WSH_SafeStoolDisposal,CHI_Weight4Height,false
38,MTH_Education,HOU_ModernWallMaterial,false
39,DIA_HadDiarrhoea,MTH_Education,false
40,MTH_MaternalAge,ECO_WealthQuintile,false
41,SRV_Near,WSH_WaterTreated,false
42,CHI_Age,CUL_Religion,false
43,SRV_Near,WSH_ImprovedWaterSource,false
44,SRV_OKAlone,IMM_Measles,false
45,FP_BirthsLast5Yrs,DEL_SmallBaby,false
46,CHI_Age,DEL_SmallBaby,false
47,IMM_Measles,CHI_Age,false
48,WSH_WashWithAgent,CHI_Age,false
49,ECO_WealthQuintile,CUL_LanguageGroup,false
50,DIA_HadDiarrhoea,BF_EarlyBreastfeeding,false
51,BF_BottleFeeding,WSH_WaterTreated,false
52,FP_BirthsLast5Yrs,SRV_OKAlone,false
53,DEL_SmallBaby,IMM_VitaminA1,false
54,KNW_WatchTV,SRV_Near,false
55,CUL_LanguageGroup,IMM_VitaminA1,false
56,IMM_Diptheria,BF_BottleFeeding,false
57,WSH_SafeStoolDisposal,ECO_WealthQuintile,false
58,BF_BreastfedMonths,WSH_WaterTreated,false
59,FP_BirthsLast5Yrs,WSH_SafeStoolDisposal,false
60,ECO_WealthQuintile,IMM_Measles,false
61,SRV_Near,FP_ModernMethod,false
62,WSH_SafeStoolDisposal,IMM_Diptheria,false
63,WSH_ImprovedWaterSource,KNW_WatchTV,false
64,IMM_Diptheria,FP_BirthsLast5Yrs,false
65,BF_EarlyBreastfeeding,SRV_OKAlone,false
66,IMM_Measles,MTH_Education,false
67,HOU_CookingFuel,BF_EarlyBreastfeeding,false
