ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,CHI_Age
2,BF_BreastfedMonths,->,GEO_Region
3,BF_BreastfedMonths,->,MTH_MaternalAge
4,BF_EarlyBreastfeeding,->,MTH_Education
5,BF_EarlyBreastfeeding,->,MTH_MaternalAge
6,CHI_Age,->,FP_BirthsLast5Yrs
7,CHI_Weight4Height,->,MTH_Education
8,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
9,CUL_LanguageGroup,->,DIA_HadDiarrhoea
10,CUL_LanguageGroup,->,HOU_ModernWallMaterial
11,CUL_Religion,->,BF_BottleFeeding
12,DEL_SmallBaby,->,CHI_Weight4Height
13,DEL_SmallBaby,->,IMM_VitaminA1
14,DEL_SmallBaby,->,MTH_MaternalAge
15,DEL_SmallBaby,->,WSH_SafeStoolDisposal
16,DEL_SmallBaby,->,WSH_WashWithAgent
17,DEL_SmallBaby,->,WSH_WaterTreated
18,DIA_HadDiarrhoea,->,IMM_Diptheria
19,ECO_WealthQuintile,->,CHI_Age
20,ECO_WealthQuintile,->,MTH_Education
21,ECO_WealthQuintile,->,WSH_ImprovedToilet
22,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
23,FP_ModernMethod,->,MTH_Education
24,FP_ModernMethod,->,MTH_MaternalAge
25,GEO_Region,->,BF_BottleFeeding
26,GEO_Region,->,CUL_LanguageGroup
27,GEO_Region,->,WSH_ImprovedWaterSource
28,HOU_CookingFuel,->,IMM_VitaminA1
29,HOU_ModernWallMaterial,->,DEL_SmallBaby
30,HOU_ModernWallMaterial,->,FP_BirthsLast5Yrs
31,IMM_Diptheria,->,IMM_Measles
32,IMM_Diptheria,->,WSH_WaterTreated
33,IMM_Measles,->,CHI_Age
34,IMM_Measles,->,CUL_Religion
35,IMM_VitaminA1,->,IMM_Measles
36,KNW_WatchTV,->,DEL_SmallBaby
37,KNW_WatchTV,->,ECO_WealthQuintile
38,MTH_Education,->,WSH_WaterTreated
39,MTH_MaternalAge,->,HOU_CookingFuel
40,SRV_Near,->,FP_BirthsLast5Yrs
41,SRV_OKAlone,->,SRV_Near
42,WSH_ImprovedWaterSource,->,CHI_Weight4Height
43,WSH_ImprovedWaterSource,->,KNW_WatchTV
44,WSH_ImprovedWaterSource,->,WSH_WaterTreated
45,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
46,WSH_WaterTreated,->,CUL_Religion
47,WSH_WaterTreated,->,FP_BirthsLast5Yrs
