ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,CHI_Weight4Height
2,BF_BottleFeeding,->,FP_BirthsLast5Yrs
3,BF_BreastfedMonths,->,DIA_HadDiarrhoea
4,BF_EarlyBreastfeeding,->,IMM_VitaminA1
5,BF_EarlyBreastfeeding,->,WSH_ImprovedWaterSource
6,CHI_Age,->,BF_BottleFeeding
7,CHI_Age,->,BF_BreastfedMonths
8,CHI_Age,->,DEL_SmallBaby
9,CHI_Age,->,GEO_Region
10,CHI_Age,->,WSH_ImprovedToilet
11,CHI_Weight4Height,->,DIA_HadDiarrhoea
12,CHI_Weight4Height,->,HOU_ModernWallMaterial
13,CHI_Weight4Height,->,MTH_Education
14,CUL_LanguageGroup,->,ECO_WealthQuintile
15,CUL_LanguageGroup,->,GEO_Region
16,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
17,CUL_Religion,->,GEO_Region
18,CUL_Religion,->,IMM_VitaminA1
19,CUL_Religion,->,MTH_MaternalAge
20,CUL_Religion,->,SRV_Near
21,DEL_SmallBaby,->,BF_EarlyBreastfeeding
22,DEL_SmallBaby,->,CHI_Weight4Height
23,DEL_SmallBaby,->,KNW_WatchTV
24,DIA_HadDiarrhoea,->,ECO_WealthQuintile
25,DIA_HadDiarrhoea,->,WSH_WaterTreated
26,ECO_WealthQuintile,->,BF_BottleFeeding
27,ECO_WealthQuintile,->,HOU_CookingFuel
28,FP_BirthsLast5Yrs,->,CHI_Age
29,FP_BirthsLast5Yrs,->,IMM_Diptheria
30,FP_BirthsLast5Yrs,->,SRV_Near
31,FP_BirthsLast5Yrs,->,WSH_WaterTreated
32,GEO_Region,->,KNW_WatchTV
33,HOU_CookingFuel,->,MTH_Education
34,HOU_ModernWallMaterial,->,ECO_WealthQuintile
35,HOU_ModernWallMaterial,->,FP_ModernMethod
36,HOU_ModernWallMaterial,->,WSH_ImprovedWaterSource
37,IMM_Diptheria,->,IMM_Measles
38,IMM_Measles,->,FP_ModernMethod
39,IMM_VitaminA1,->,IMM_Measles
40,KNW_WatchTV,->,ECO_WealthQuintile
41,MTH_MaternalAge,->,CHI_Age
42,MTH_MaternalAge,->,FP_ModernMethod
43,MTH_MaternalAge,->,IMM_Diptheria
44,MTH_MaternalAge,->,WSH_WaterTreated
45,SRV_Near,->,SRV_OKAlone
46,SRV_OKAlone,->,CUL_LanguageGroup
47,WSH_ImprovedToilet,->,ECO_WealthQuintile
48,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
49,WSH_ImprovedToilet,->,WSH_WashWithAgent
50,WSH_ImprovedWaterSource,->,CUL_Religion
51,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
52,WSH_ImprovedWaterSource,->,FP_ModernMethod
53,WSH_ImprovedWaterSource,->,KNW_WatchTV
54,WSH_ImprovedWaterSource,->,WSH_WaterTreated
55,WSH_SafeStoolDisposal,->,SRV_Near
56,WSH_SafeStoolDisposal,->,WSH_WaterTreated
57,WSH_WashWithAgent,->,IMM_VitaminA1
58,WSH_WaterTreated,->,WSH_ImprovedToilet
