ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,BF_BottleFeeding
2,BF_BreastfedMonths,->,CUL_LanguageGroup
3,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
4,BF_EarlyBreastfeeding,->,WSH_WaterTreated
5,CHI_Age,->,BF_BreastfedMonths
6,CHI_Age,->,DEL_SmallBaby
7,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
8,CUL_LanguageGroup,->,ECO_WealthQuintile
9,CUL_Religion,->,SRV_Near
10,DEL_SmallBaby,->,BF_EarlyBreastfeeding
11,DEL_SmallBaby,->,HOU_CookingFuel
12,DEL_SmallBaby,->,IMM_VitaminA1
13,DEL_SmallBaby,->,MTH_Education
14,DEL_SmallBaby,->,MTH_MaternalAge
15,DEL_SmallBaby,->,SRV_OKAlone
16,DEL_SmallBaby,->,WSH_ImprovedWaterSource
17,ECO_WealthQuintile,->,BF_BottleFeeding
18,ECO_WealthQuintile,->,KNW_WatchTV
19,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
20,ECO_WealthQuintile,->,WSH_WashWithAgent
21,FP_BirthsLast5Yrs,->,CHI_Age
22,FP_BirthsLast5Yrs,->,SRV_OKAlone
23,FP_ModernMethod,->,GEO_Region
24,FP_ModernMethod,->,WSH_ImprovedWaterSource
25,GEO_Region,->,BF_BottleFeeding
26,GEO_Region,->,CUL_LanguageGroup
27,GEO_Region,->,WSH_ImprovedWaterSource
28,HOU_CookingFuel,->,WSH_WaterTreated
29,HOU_ModernWallMaterial,->,BF_EarlyBreastfeeding
30,HOU_ModernWallMaterial,->,FP_ModernMethod
31,HOU_ModernWallMaterial,->,HOU_CookingFuel
32,IMM_Diptheria,->,IMM_Measles
33,IMM_Diptheria,->,WSH_WaterTreated
34,IMM_VitaminA1,->,CUL_Religion
35,IMM_VitaminA1,->,IMM_Measles
36,KNW_WatchTV,->,HOU_CookingFuel
37,KNW_WatchTV,->,IMM_Diptheria
38,KNW_WatchTV,->,SRV_Near
39,MTH_Education,->,BF_BottleFeeding
40,MTH_MaternalAge,->,BF_BottleFeeding
41,MTH_MaternalAge,->,CUL_Religion
42,MTH_MaternalAge,->,FP_ModernMethod
43,SRV_Near,->,DIA_HadDiarrhoea
44,SRV_OKAlone,->,ECO_WealthQuintile
45,WSH_ImprovedToilet,->,CUL_LanguageGroup
46,WSH_ImprovedToilet,->,SRV_Near
47,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
48,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
49,WSH_ImprovedWaterSource,->,CHI_Weight4Height
50,WSH_ImprovedWaterSource,->,WSH_WaterTreated
51,WSH_SafeStoolDisposal,->,BF_EarlyBreastfeeding
52,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
53,WSH_SafeStoolDisposal,->,MTH_Education
54,WSH_WaterTreated,->,CUL_Religion
