ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,BF_EarlyBreastfeeding
2,BF_BreastfedMonths,->,CHI_Age
3,BF_BreastfedMonths,->,CHI_Weight4Height
4,BF_BreastfedMonths,->,FP_BirthsLast5Yrs
5,BF_BreastfedMonths,->,HOU_ModernWallMaterial
6,BF_BreastfedMonths,->,SRV_Near
7,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
8,BF_EarlyBreastfeeding,->,FP_ModernMethod
9,BF_EarlyBreastfeeding,->,GEO_Region
10,BF_EarlyBreastfeeding,->,HOU_CookingFuel
11,CHI_Age,->,BF_BottleFeeding
12,CHI_Age,->,DIA_HadDiarrhoea
13,CHI_Age,->,FP_ModernMethod
14,CHI_Age,->,GEO_Region
15,CHI_Age,->,SRV_OKAlone
16,CHI_Weight4Height,->,WSH_WaterTreated
17,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
18,CUL_Religion,->,HOU_CookingFuel
19,CUL_Religion,->,IMM_Diptheria
20,DEL_SmallBaby,->,CHI_Weight4Height
21,DEL_SmallBaby,->,CUL_LanguageGroup
22,DEL_SmallBaby,->,CUL_Religion
23,DEL_SmallBaby,->,IMM_VitaminA1
24,DEL_SmallBaby,->,KNW_WatchTV
25,DEL_SmallBaby,->,SRV_OKAlone
26,ECO_WealthQuintile,->,BF_BottleFeeding
27,ECO_WealthQuintile,->,CHI_Weight4Height
28,ECO_WealthQuintile,->,KNW_WatchTV
29,ECO_WealthQuintile,->,SRV_Near
30,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
31,ECO_WealthQuintile,->,WSH_WashWithAgent
32,FP_ModernMethod,->,CUL_Religion
33,GEO_Region,->,CUL_LanguageGroup
34,GEO_Region,->,CUL_Religion
35,GEO_Region,->,FP_BirthsLast5Yrs
36,GEO_Region,->,WSH_SafeStoolDisposal
37,HOU_ModernWallMaterial,->,CUL_LanguageGroup
38,HOU_ModernWallMaterial,->,ECO_WealthQuintile
39,HOU_ModernWallMaterial,->,SRV_OKAlone
40,IMM_Diptheria,->,IMM_Measles
41,IMM_Measles,->,FP_BirthsLast5Yrs
42,IMM_VitaminA1,->,FP_ModernMethod
43,MTH_Education,->,HOU_CookingFuel
44,MTH_Education,->,KNW_WatchTV
45,MTH_MaternalAge,->,CHI_Weight4Height
46,MTH_MaternalAge,->,GEO_Region
47,MTH_MaternalAge,->,SRV_Near
48,SRV_Near,->,SRV_OKAlone
49,WSH_ImprovedToilet,->,MTH_Education
50,WSH_ImprovedWaterSource,->,GEO_Region
51,WSH_ImprovedWaterSource,->,IMM_VitaminA1
52,WSH_ImprovedWaterSource,->,WSH_ImprovedToilet
53,WSH_SafeStoolDisposal,->,KNW_WatchTV
54,WSH_SafeStoolDisposal,->,SRV_OKAlone
55,WSH_WashWithAgent,->,DIA_HadDiarrhoea
56,WSH_WashWithAgent,->,SRV_OKAlone
57,WSH_WaterTreated,->,ECO_WealthQuintile
