ID,Variable1,Dependency,Variable2
1,BF_EarlyBreastfeeding,->,DEL_SmallBaby
2,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
3,CHI_Age,->,BF_BreastfedMonths
4,CHI_Age,->,IMM_Measles
5,CUL_LanguageGroup,->,BF_BreastfedMonths
6,CUL_LanguageGroup,->,HOU_ModernWallMaterial
7,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
8,CUL_Religion,->,BF_BreastfedMonths
9,CUL_Religion,->,GEO_Region
10,CUL_Religion,->,HOU_CookingFuel
11,DEL_SmallBaby,->,CHI_Weight4Height
12,DEL_SmallBaby,->,FP_BirthsLast5Yrs
13,DEL_SmallBaby,->,KNW_WatchTV
14,ECO_WealthQuintile,->,CHI_Weight4Height
15,ECO_WealthQuintile,->,SRV_OKAlone
16,FP_BirthsLast5Yrs,->,CHI_Age
17,FP_ModernMethod,->,CHI_Weight4Height
18,GEO_Region,->,BF_BottleFeeding
19,GEO_Region,->,CUL_LanguageGroup
20,GEO_Region,->,FP_BirthsLast5Yrs
21,GEO_Region,->,WSH_SafeStoolDisposal
22,HOU_CookingFuel,->,SRV_Near
23,HOU_ModernWallMaterial,->,DEL_SmallBaby
24,HOU_ModernWallMaterial,->,ECO_WealthQuintile
25,IMM_Diptheria,->,BF_EarlyBreastfeeding
26,IMM_Diptheria,->,CUL_Religion
27,IMM_Diptheria,->,IMM_Measles
28,IMM_Measles,->,IMM_VitaminA1
29,KNW_WatchTV,->,ECO_WealthQuintile
30,KNW_WatchTV,->,MTH_Education
31,KNW_WatchTV,->,WSH_WaterTreated
32,MTH_Education,->,FP_BirthsLast5Yrs
33,MTH_MaternalAge,->,CHI_Weight4Height
34,SRV_OKAlone,->,FP_BirthsLast5Yrs
35,SRV_OKAlone,->,SRV_Near
36,WSH_ImprovedToilet,->,ECO_WealthQuintile
37,WSH_ImprovedWaterSource,->,IMM_VitaminA1
38,WSH_ImprovedWaterSource,->,WSH_ImprovedToilet
39,WSH_SafeStoolDisposal,->,BF_BreastfedMonths
40,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
41,WSH_WashWithAgent,->,HOU_ModernWallMaterial
