ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,BF_EarlyBreastfeeding
2,BF_BottleFeeding,->,CUL_Religion
3,BF_BottleFeeding,->,WSH_SafeStoolDisposal
4,BF_BreastfedMonths,->,HOU_ModernWallMaterial
5,BF_EarlyBreastfeeding,->,GEO_Region
6,CHI_Age,->,BF_BreastfedMonths
7,CHI_Age,->,FP_BirthsLast5Yrs
8,CHI_Age,->,IMM_Diptheria
9,CHI_Age,->,WSH_ImprovedWaterSource
10,CHI_Weight4Height,->,FP_ModernMethod
11,CHI_Weight4Height,->,HOU_ModernWallMaterial
12,CUL_Religion,->,MTH_MaternalAge
13,DEL_SmallBaby,->,BF_EarlyBreastfeeding
14,DEL_SmallBaby,->,WSH_ImprovedWaterSource
15,DIA_HadDiarrhoea,->,MTH_Education
16,ECO_WealthQuintile,->,FP_ModernMethod
17,FP_BirthsLast5Yrs,->,CUL_LanguageGroup
18,FP_ModernMethod,->,FP_BirthsLast5Yrs
19,GEO_Region,->,BF_BreastfedMonths
20,GEO_Region,->,CUL_Religion
21,GEO_Region,->,ECO_WealthQuintile
22,HOU_CookingFuel,->,SRV_Near
23,IMM_Diptheria,->,HOU_ModernWallMaterial
24,IMM_Measles,->,CHI_Age
25,IMM_Measles,->,DIA_HadDiarrhoea
26,IMM_VitaminA1,->,HOU_ModernWallMaterial
27,IMM_VitaminA1,->,IMM_Measles
28,KNW_WatchTV,->,IMM_Measles
29,KNW_WatchTV,->,WSH_ImprovedToilet
30,MTH_Education,->,HOU_ModernWallMaterial
31,MTH_Education,->,KNW_WatchTV
32,MTH_MaternalAge,->,ECO_WealthQuintile
33,SRV_Near,->,DEL_SmallBaby
34,SRV_Near,->,SRV_OKAlone
35,WSH_ImprovedToilet,->,IMM_VitaminA1
36,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
37,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
38,WSH_SafeStoolDisposal,->,CHI_Weight4Height
39,WSH_SafeStoolDisposal,->,CUL_LanguageGroup
40,WSH_SafeStoolDisposal,->,WSH_WaterTreated
41,WSH_WashWithAgent,->,BF_BreastfedMonths
42,WSH_WashWithAgent,->,DIA_HadDiarrhoea
43,WSH_WaterTreated,->,HOU_CookingFuel
44,WSH_WaterTreated,->,WSH_ImprovedWaterSource
