ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,CHI_Age
2,BF_BottleFeeding,->,WSH_ImprovedWaterSource
3,BF_BreastfedMonths,->,DEL_SmallBaby
4,BF_BreastfedMonths,->,DIA_HadDiarrhoea
5,BF_EarlyBreastfeeding,->,FP_BirthsLast5Yrs
6,CHI_Age,->,BF_BreastfedMonths
7,CHI_Age,->,CUL_Religion
8,CHI_Age,->,IMM_Diptheria
9,CHI_Weight4Height,->,WSH_ImprovedWaterSource
10,CHI_Weight4Height,->,WSH_SafeStoolDisposal
11,CUL_LanguageGroup,->,BF_BreastfedMonths
12,CUL_LanguageGroup,->,GEO_Region
13,CUL_LanguageGroup,->,HOU_CookingFuel
14,CUL_LanguageGroup,->,WSH_ImprovedToilet
15,CUL_Religion,->,WSH_ImprovedWaterSource
16,DEL_SmallBaby,->,CUL_Religion
17,DIA_HadDiarrhoea,->,WSH_SafeStoolDisposal
18,ECO_WealthQuintile,->,KNW_WatchTV
19,ECO_WealthQuintile,->,MTH_Education
20,ECO_WealthQuintile,->,WSH_ImprovedToilet
21,FP_ModernMethod,->,DEL_SmallBaby
22,FP_ModernMethod,->,ECO_WealthQuintile
23,FP_ModernMethod,->,MTH_Education
24,HOU_CookingFuel,->,SRV_OKAlone
25,HOU_ModernWallMaterial,->,WSH_ImprovedToilet
26,IMM_Diptheria,->,FP_BirthsLast5Yrs
27,IMM_Diptheria,->,IMM_Measles
28,IMM_Measles,->,BF_EarlyBreastfeeding
29,IMM_VitaminA1,->,IMM_Measles
30,IMM_VitaminA1,->,WSH_WashWithAgent
31,KNW_WatchTV,->,HOU_CookingFuel
32,KNW_WatchTV,->,IMM_Diptheria
33,MTH_Education,->,IMM_Diptheria
34,MTH_Education,->,SRV_Near
35,MTH_Education,->,WSH_ImprovedWaterSource
36,MTH_MaternalAge,->,CUL_Religion
37,MTH_MaternalAge,->,DIA_HadDiarrhoea
38,MTH_MaternalAge,->,FP_ModernMethod
39,SRV_Near,->,BF_BottleFeeding
40,SRV_Near,->,CHI_Weight4Height
41,SRV_Near,->,SRV_OKAlone
42,SRV_Near,->,WSH_WaterTreated
43,WSH_ImprovedToilet,->,FP_BirthsLast5Yrs
44,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
45,WSH_WashWithAgent,->,BF_EarlyBreastfeeding
46,WSH_WashWithAgent,->,HOU_ModernWallMaterial
47,WSH_WaterTreated,->,DIA_HadDiarrhoea
48,WSH_WaterTreated,->,HOU_CookingFuel
