ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,CHI_Weight4Height
2,BF_BottleFeeding,->,FP_BirthsLast5Yrs
3,BF_BreastfedMonths,->,IMM_Measles
4,BF_BreastfedMonths,->,WSH_ImprovedWaterSource
5,CHI_Age,->,BF_BottleFeeding
6,CHI_Age,->,BF_EarlyBreastfeeding
7,CHI_Age,->,IMM_Diptheria
8,CHI_Age,->,IMM_Measles
9,CHI_Age,->,IMM_VitaminA1
10,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
11,CUL_LanguageGroup,->,ECO_WealthQuintile
12,CUL_LanguageGroup,->,HOU_ModernWallMaterial
13,CUL_LanguageGroup,->,MTH_Education
14,CUL_Religion,->,BF_BreastfedMonths
15,CUL_Religion,->,CHI_Age
16,CUL_Religion,->,SRV_Near
17,DEL_SmallBaby,->,DIA_HadDiarrhoea
18,DEL_SmallBaby,->,WSH_ImprovedToilet
19,ECO_WealthQuintile,->,BF_BreastfedMonths
20,ECO_WealthQuintile,->,CHI_Weight4Height
21,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
22,ECO_WealthQuintile,->,KNW_WatchTV
23,ECO_WealthQuintile,->,MTH_Education
24,ECO_WealthQuintile,->,SRV_Near
25,ECO_WealthQuintile,->,WSH_WaterTreated
26,FP_ModernMethod,->,DIA_HadDiarrhoea
27,FP_ModernMethod,->,HOU_CookingFuel
28,FP_ModernMethod,->,IMM_VitaminA1
29,GEO_Region,->,CUL_LanguageGroup
30,GEO_Region,->,CUL_Religion
31,GEO_Region,->,ECO_WealthQuintile
32,GEO_Region,->,FP_ModernMethod
33,GEO_Region,->,IMM_VitaminA1
34,GEO_Region,->,WSH_ImprovedWaterSource
35,HOU_CookingFuel,->,BF_BreastfedMonths
36,HOU_CookingFuel,->,WSH_WaterTreated
37,IMM_Diptheria,->,IMM_Measles
38,IMM_Measles,->,DEL_SmallBaby
39,IMM_Measles,->,WSH_ImprovedWaterSource
40,IMM_VitaminA1,->,ECO_WealthQuintile
41,IMM_VitaminA1,->,IMM_Measles
42,IMM_VitaminA1,->,MTH_Education
43,KNW_WatchTV,->,BF_BreastfedMonths
44,KNW_WatchTV,->,IMM_Diptheria
45,KNW_WatchTV,->,IMM_Measles
46,KNW_WatchTV,->,WSH_WaterTreated
47,MTH_Education,->,IMM_Diptheria
48,MTH_Education,->,IMM_Measles
49,MTH_Education,->,SRV_Near
50,MTH_MaternalAge,->,CHI_Age
51,SRV_Near,->,BF_BreastfedMonths
52,SRV_Near,->,DEL_SmallBaby
53,SRV_Near,->,SRV_OKAlone
54,WSH_ImprovedToilet,->,CUL_Religion
55,WSH_ImprovedToilet,->,ECO_WealthQuintile
56,WSH_ImprovedToilet,->,MTH_MaternalAge
57,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
58,WSH_ImprovedToilet,->,WSH_WashWithAgent
59,WSH_ImprovedWaterSource,->,FP_BirthsLast5Yrs
60,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
61,WSH_SafeStoolDisposal,->,MTH_Education
62,WSH_WashWithAgent,->,CHI_Age
63,WSH_WashWithAgent,->,DIA_HadDiarrhoea
64,WSH_WashWithAgent,->,WSH_WaterTreated
65,WSH_WaterTreated,->,DEL_SmallBaby
66,WSH_WaterTreated,->,IMM_Diptheria
67,WSH_WaterTreated,->,WSH_ImprovedWaterSource
