ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,CHI_Weight4Height
2,BF_BottleFeeding,->,DEL_SmallBaby
3,BF_EarlyBreastfeeding,->,CUL_LanguageGroup
4,CHI_Age,->,BF_BreastfedMonths
5,CHI_Weight4Height,->,GEO_Region
6,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
7,CUL_Religion,->,GEO_Region
8,ECO_WealthQuintile,->,DEL_SmallBaby
9,ECO_WealthQuintile,->,HOU_CookingFuel
10,ECO_WealthQuintile,->,HOU_ModernWallMaterial
11,ECO_WealthQuintile,->,KNW_WatchTV
12,ECO_WealthQuintile,->,MTH_Education
13,FP_BirthsLast5Yrs,->,IMM_Measles
14,GEO_Region,->,CUL_LanguageGroup
15,HOU_CookingFuel,->,CHI_Age
16,HOU_CookingFuel,->,FP_ModernMethod
17,HOU_ModernWallMaterial,->,FP_BirthsLast5Yrs
18,HOU_ModernWallMaterial,->,IMM_VitaminA1
19,IMM_Measles,->,CHI_Age
20,IMM_Measles,->,IMM_Diptheria
21,IMM_Measles,->,WSH_WashWithAgent
22,IMM_VitaminA1,->,DIA_HadDiarrhoea
23,IMM_VitaminA1,->,SRV_Near
24,KNW_WatchTV,->,CUL_Religion
25,KNW_WatchTV,->,WSH_ImprovedWaterSource
26,MTH_Education,->,HOU_ModernWallMaterial
27,MTH_MaternalAge,->,CHI_Age
28,MTH_MaternalAge,->,CHI_Weight4Height
29,SRV_Near,->,DEL_SmallBaby
30,SRV_Near,->,SRV_OKAlone
31,WSH_ImprovedToilet,->,CUL_LanguageGroup
32,WSH_ImprovedToilet,->,ECO_WealthQuintile
33,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
34,WSH_SafeStoolDisposal,->,WSH_ImprovedWaterSource
35,WSH_WaterTreated,->,WSH_ImprovedWaterSource
