ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,WSH_ImprovedToilet
2,BF_BreastfedMonths,->,CHI_Weight4Height
3,BF_EarlyBreastfeeding,->,FP_ModernMethod
4,CHI_Age,->,BF_BottleFeeding
5,CHI_Age,->,BF_BreastfedMonths
6,CHI_Age,->,CUL_Religion
7,CHI_Age,->,DIA_HadDiarrhoea
8,CHI_Age,->,FP_BirthsLast5Yrs
9,CHI_Age,->,IMM_Measles
10,CHI_Weight4Height,->,MTH_Education
11,CUL_LanguageGroup,->,DEL_SmallBaby
12,CUL_LanguageGroup,->,GEO_Region
13,CUL_LanguageGroup,->,HOU_CookingFuel
14,CUL_LanguageGroup,->,HOU_ModernWallMaterial
15,CUL_LanguageGroup,->,MTH_Education
16,CUL_Religion,->,BF_EarlyBreastfeeding
17,DEL_SmallBaby,->,CHI_Weight4Height
18,ECO_WealthQuintile,->,BF_BottleFeeding
19,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
20,ECO_WealthQuintile,->,HOU_CookingFuel
21,ECO_WealthQuintile,->,KNW_WatchTV
22,ECO_WealthQuintile,->,MTH_MaternalAge
23,ECO_WealthQuintile,->,SRV_OKAlone
24,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
25,FP_BirthsLast5Yrs,->,BF_EarlyBreastfeeding
26,FP_ModernMethod,->,MTH_Education
27,GEO_Region,->,WSH_ImprovedWaterSource
28,HOU_ModernWallMaterial,->,DIA_HadDiarrhoea
29,IMM_Diptheria,->,IMM_Measles
30,IMM_Measles,->,HOU_CookingFuel
31,IMM_VitaminA1,->,DIA_HadDiarrhoea
32,IMM_VitaminA1,->,IMM_Measles
33,KNW_WatchTV,->,IMM_Measles
34,MTH_Education,->,IMM_VitaminA1
35,MTH_MaternalAge,->,CHI_Age
36,MTH_MaternalAge,->,FP_ModernMethod
37,SRV_Near,->,DIA_HadDiarrhoea
38,SRV_OKAlone,->,SRV_Near
39,SRV_OKAlone,->,WSH_SafeStoolDisposal
40,WSH_ImprovedToilet,->,DEL_SmallBaby
41,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
42,WSH_ImprovedWaterSource,->,BF_EarlyBreastfeeding
43,WSH_ImprovedWaterSource,->,IMM_Measles
44,WSH_ImprovedWaterSource,->,WSH_SafeStoolDisposal
45,WSH_SafeStoolDisposal,->,BF_BottleFeeding
46,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
47,WSH_SafeStoolDisposal,->,FP_BirthsLast5Yrs
48,WSH_WashWithAgent,->,ECO_WealthQuintile
49,WSH_WashWithAgent,->,FP_ModernMethod
50,WSH_WashWithAgent,->,WSH_SafeStoolDisposal
51,WSH_WaterTreated,->,HOU_CookingFuel
52,WSH_WaterTreated,->,WSH_ImprovedToilet
53,WSH_WaterTreated,->,WSH_SafeStoolDisposal
