ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,ECO_WealthQuintile
2,BF_BreastfedMonths,->,CHI_Age
3,BF_BreastfedMonths,->,DIA_HadDiarrhoea
4,BF_BreastfedMonths,->,IMM_VitaminA1
5,BF_EarlyBreastfeeding,->,WSH_WaterTreated
6,CHI_Weight4Height,->,CHI_Age
7,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
8,CUL_LanguageGroup,->,HOU_ModernWallMaterial
9,DEL_SmallBaby,->,CHI_Weight4Height
10,DEL_SmallBaby,->,HOU_ModernWallMaterial
11,ECO_WealthQuintile,->,FP_BirthsLast5Yrs
12,ECO_WealthQuintile,->,KNW_WatchTV
13,ECO_WealthQuintile,->,MTH_Education
14,ECO_WealthQuintile,->,WSH_ImprovedToilet
15,FP_BirthsLast5Yrs,->,CHI_Age
16,FP_BirthsLast5Yrs,->,DIA_HadDiarrhoea
17,FP_BirthsLast5Yrs,->,HOU_ModernWallMaterial
18,FP_BirthsLast5Yrs,->,SRV_Near
19,FP_BirthsLast5Yrs,->,WSH_WaterTreated
20,FP_ModernMethod,->,CHI_Age
21,GEO_Region,->,CUL_LanguageGroup
22,GEO_Region,->,CUL_Religion
23,GEO_Region,->,FP_BirthsLast5Yrs
24,GEO_Region,->,WSH_ImprovedWaterSource
25,HOU_CookingFuel,->,IMM_VitaminA1
26,HOU_CookingFuel,->,WSH_WaterTreated
27,IMM_Diptheria,->,BF_EarlyBreastfeeding
28,IMM_Diptheria,->,FP_BirthsLast5Yrs
29,IMM_Diptheria,->,IMM_Measles
30,IMM_Diptheria,->,MTH_MaternalAge
31,IMM_Measles,->,CHI_Age
32,IMM_Measles,->,DIA_HadDiarrhoea
33,IMM_Measles,->,IMM_VitaminA1
34,KNW_WatchTV,->,DEL_SmallBaby
35,MTH_Education,->,CHI_Weight4Height
36,MTH_Education,->,IMM_Diptheria
37,MTH_Education,->,WSH_ImprovedWaterSource
38,MTH_MaternalAge,->,FP_ModernMethod
39,MTH_MaternalAge,->,WSH_ImprovedWaterSource
40,SRV_Near,->,SRV_OKAlone
41,WSH_ImprovedToilet,->,GEO_Region
42,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
43,WSH_ImprovedToilet,->,WSH_WashWithAgent
44,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
45,WSH_ImprovedWaterSource,->,IMM_VitaminA1
46,WSH_SafeStoolDisposal,->,CHI_Age
47,WSH_SafeStoolDisposal,->,HOU_ModernWallMaterial
48,WSH_WashWithAgent,->,HOU_ModernWallMaterial
49,WSH_WashWithAgent,->,WSH_ImprovedWaterSource
50,WSH_WaterTreated,->,WSH_ImprovedWaterSource
