ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,DIA_HadDiarrhoea
2,BF_BottleFeeding,->,ECO_WealthQuintile
3,BF_BreastfedMonths,->,HOU_CookingFuel
4,BF_EarlyBreastfeeding,->,DIA_HadDiarrhoea
5,BF_EarlyBreastfeeding,->,HOU_CookingFuel
6,BF_EarlyBreastfeeding,->,MTH_MaternalAge
7,CHI_Age,->,BF_BreastfedMonths
8,CHI_Age,->,ECO_WealthQuintile
9,CHI_Age,->,HOU_ModernWallMaterial
10,CHI_Age,->,IMM_VitaminA1
11,CHI_Weight4Height,->,CUL_Religion
12,CHI_Weight4Height,->,FP_BirthsLast5Yrs
13,CHI_Weight4Height,->,GEO_Region
14,CHI_Weight4Height,->,IMM_Diptheria
15,CHI_Weight4Height,->,WSH_ImprovedWaterSource
16,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
17,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
18,CUL_LanguageGroup,->,GEO_Region
19,CUL_LanguageGroup,->,MTH_Education
20,CUL_Religion,->,BF_BreastfedMonths
21,CUL_Religion,->,MTH_Education
22,DEL_SmallBaby,->,FP_BirthsLast5Yrs
23,DIA_HadDiarrhoea,->,CUL_LanguageGroup
24,DIA_HadDiarrhoea,->,WSH_SafeStoolDisposal
25,ECO_WealthQuintile,->,MTH_Education
26,FP_ModernMethod,->,DEL_SmallBaby
27,FP_ModernMethod,->,HOU_ModernWallMaterial
28,FP_ModernMethod,->,SRV_Near
29,IMM_Diptheria,->,IMM_Measles
30,IMM_Diptheria,->,WSH_WashWithAgent
31,IMM_Measles,->,DIA_HadDiarrhoea
32,KNW_WatchTV,->,ECO_WealthQuintile
33,MTH_Education,->,HOU_ModernWallMaterial
34,MTH_Education,->,IMM_VitaminA1
35,MTH_Education,->,WSH_ImprovedWaterSource
36,MTH_MaternalAge,->,CHI_Age
37,MTH_MaternalAge,->,DEL_SmallBaby
38,MTH_MaternalAge,->,WSH_ImprovedWaterSource
39,SRV_Near,->,HOU_ModernWallMaterial
40,SRV_Near,->,SRV_OKAlone
41,SRV_Near,->,WSH_WashWithAgent
42,SRV_OKAlone,->,BF_BreastfedMonths
43,WSH_ImprovedToilet,->,ECO_WealthQuintile
44,WSH_ImprovedToilet,->,FP_ModernMethod
45,WSH_ImprovedToilet,->,GEO_Region
46,WSH_ImprovedToilet,->,IMM_VitaminA1
47,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
48,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
49,WSH_ImprovedWaterSource,->,WSH_WaterTreated
50,WSH_SafeStoolDisposal,->,BF_BreastfedMonths
51,WSH_WashWithAgent,->,DEL_SmallBaby
52,WSH_WashWithAgent,->,GEO_Region
53,WSH_WashWithAgent,->,IMM_VitaminA1
54,WSH_WaterTreated,->,HOU_ModernWallMaterial
