ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,CHI_Age
2,BF_BreastfedMonths,->,DEL_SmallBaby
3,BF_EarlyBreastfeeding,->,BF_BottleFeeding
4,BF_EarlyBreastfeeding,->,CUL_LanguageGroup
5,CHI_Age,->,BF_BottleFeeding
6,CHI_Age,->,FP_BirthsLast5Yrs
7,CHI_Age,->,IMM_Measles
8,CHI_Age,->,MTH_MaternalAge
9,CHI_Weight4Height,->,BF_EarlyBreastfeeding
10,CUL_LanguageGroup,->,HOU_ModernWallMaterial
11,CUL_Religion,->,CUL_LanguageGroup
12,ECO_WealthQuintile,->,KNW_WatchTV
13,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
14,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
15,ECO_WealthQuintile,->,WSH_WashWithAgent
16,FP_ModernMethod,->,MTH_MaternalAge
17,GEO_Region,->,CUL_LanguageGroup
18,GEO_Region,->,DIA_HadDiarrhoea
19,HOU_CookingFuel,->,CUL_LanguageGroup
20,HOU_CookingFuel,->,MTH_Education
21,HOU_CookingFuel,->,MTH_MaternalAge
22,IMM_Diptheria,->,DIA_HadDiarrhoea
23,IMM_Diptheria,->,SRV_Near
24,IMM_Measles,->,IMM_Diptheria
25,IMM_Measles,->,IMM_VitaminA1
26,KNW_WatchTV,->,FP_ModernMethod
27,MTH_Education,->,WSH_ImprovedToilet
28,SRV_Near,->,SRV_OKAlone
29,WSH_ImprovedToilet,->,ECO_WealthQuintile
30,WSH_ImprovedToilet,->,MTH_MaternalAge
31,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
32,WSH_SafeStoolDisposal,->,BF_BottleFeeding
33,WSH_WaterTreated,->,FP_BirthsLast5Yrs
34,WSH_WaterTreated,->,HOU_CookingFuel
