ID,Variable1,Dependency,Variable2
1,BF_EarlyBreastfeeding,->,SRV_OKAlone
2,CHI_Age,->,BF_BottleFeeding
3,CHI_Age,->,BF_BreastfedMonths
4,CHI_Age,->,BF_EarlyBreastfeeding
5,CHI_Weight4Height,->,HOU_ModernWallMaterial
6,CUL_LanguageGroup,->,BF_BreastfedMonths
7,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
8,CUL_LanguageGroup,->,GEO_Region
9,CUL_LanguageGroup,->,IMM_VitaminA1
10,CUL_Religion,->,BF_EarlyBreastfeeding
11,CUL_Religion,->,DEL_SmallBaby
12,ECO_WealthQuintile,->,BF_BottleFeeding
13,ECO_WealthQuintile,->,HOU_ModernWallMaterial
14,ECO_WealthQuintile,->,WSH_ImprovedToilet
15,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
16,FP_BirthsLast5Yrs,->,BF_BreastfedMonths
17,FP_BirthsLast5Yrs,->,HOU_ModernWallMaterial
18,FP_BirthsLast5Yrs,->,MTH_Education
19,FP_BirthsLast5Yrs,->,WSH_WashWithAgent
20,FP_ModernMethod,->,BF_BottleFeeding
21,FP_ModernMethod,->,IMM_VitaminA1
22,GEO_Region,->,BF_BottleFeeding
23,GEO_Region,->,HOU_ModernWallMaterial
24,HOU_CookingFuel,->,BF_EarlyBreastfeeding
25,HOU_CookingFuel,->,CHI_Weight4Height
26,HOU_CookingFuel,->,WSH_WaterTreated
27,IMM_Diptheria,->,BF_BottleFeeding
28,IMM_Diptheria,->,FP_BirthsLast5Yrs
29,IMM_Diptheria,->,IMM_Measles
30,IMM_Diptheria,->,KNW_WatchTV
31,IMM_Measles,->,CHI_Age
32,IMM_Measles,->,MTH_Education
33,IMM_Measles,->,SRV_Near
34,IMM_VitaminA1,->,DIA_HadDiarrhoea
35,KNW_WatchTV,->,SRV_Near
36,MTH_Education,->,CUL_Religion
37,MTH_MaternalAge,->,CHI_Weight4Height
38,MTH_MaternalAge,->,FP_ModernMethod
39,MTH_MaternalAge,->,WSH_SafeStoolDisposal
40,SRV_Near,->,FP_ModernMethod
41,SRV_OKAlone,->,DEL_SmallBaby
42,SRV_OKAlone,->,SRV_Near
43,WSH_ImprovedToilet,->,FP_ModernMethod
44,WSH_ImprovedToilet,->,WSH_WashWithAgent
45,WSH_ImprovedWaterSource,->,CHI_Weight4Height
46,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
47,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
48,WSH_SafeStoolDisposal,->,IMM_Diptheria
49,WSH_WashWithAgent,->,SRV_Near
50,WSH_WaterTreated,->,IMM_VitaminA1
