ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,DIA_HadDiarrhoea
2,BF_BreastfedMonths,->,DIA_HadDiarrhoea
3,BF_BreastfedMonths,->,IMM_Measles
4,BF_EarlyBreastfeeding,->,FP_BirthsLast5Yrs
5,CHI_Age,->,BF_BreastfedMonths
6,CHI_Age,->,FP_BirthsLast5Yrs
7,CHI_Age,->,IMM_Measles
8,CHI_Weight4Height,->,FP_BirthsLast5Yrs
9,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
10,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
11,DEL_SmallBaby,->,CHI_Weight4Height
12,DEL_SmallBaby,->,MTH_MaternalAge
13,ECO_WealthQuintile,->,DEL_SmallBaby
14,ECO_WealthQuintile,->,HOU_ModernWallMaterial
15,ECO_WealthQuintile,->,MTH_Education
16,ECO_WealthQuintile,->,SRV_Near
17,ECO_WealthQuintile,->,WSH_ImprovedToilet
18,ECO_WealthQuintile,->,WSH_WashWithAgent
19,FP_ModernMethod,->,BF_EarlyBreastfeeding
20,FP_ModernMethod,->,CUL_Religion
21,GEO_Region,->,CUL_LanguageGroup
22,GEO_Region,->,CUL_Religion
23,GEO_Region,->,DEL_SmallBaby
24,GEO_Region,->,DIA_HadDiarrhoea
25,HOU_CookingFuel,->,FP_BirthsLast5Yrs
26,HOU_CookingFuel,->,MTH_Education
27,HOU_ModernWallMaterial,->,CUL_LanguageGroup
28,HOU_ModernWallMaterial,->,IMM_Measles
29,IMM_Diptheria,->,DIA_HadDiarrhoea
30,IMM_Measles,->,WSH_SafeStoolDisposal
31,IMM_VitaminA1,->,HOU_ModernWallMaterial
32,KNW_WatchTV,->,BF_BottleFeeding
33,KNW_WatchTV,->,ECO_WealthQuintile
34,KNW_WatchTV,->,SRV_OKAlone
35,KNW_WatchTV,->,WSH_SafeStoolDisposal
36,MTH_Education,->,CUL_LanguageGroup
37,MTH_Education,->,IMM_Diptheria
38,MTH_Education,->,IMM_Measles
39,MTH_Education,->,IMM_VitaminA1
40,MTH_MaternalAge,->,CHI_Age
41,MTH_MaternalAge,->,CUL_LanguageGroup
42,SRV_Near,->,DEL_SmallBaby
43,SRV_OKAlone,->,IMM_Diptheria
44,SRV_OKAlone,->,MTH_Education
45,SRV_OKAlone,->,SRV_Near
46,WSH_ImprovedToilet,->,CHI_Age
47,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
48,WSH_WashWithAgent,->,CUL_Religion
49,WSH_WashWithAgent,->,DIA_HadDiarrhoea
50,WSH_WashWithAgent,->,FP_BirthsLast5Yrs
51,WSH_WaterTreated,->,DIA_HadDiarrhoea
52,WSH_WaterTreated,->,KNW_WatchTV
