ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,CHI_Age
2,BF_BreastfedMonths,->,IMM_VitaminA1
3,BF_BreastfedMonths,->,WSH_ImprovedWaterSource
4,BF_EarlyBreastfeeding,->,DEL_SmallBaby
5,CHI_Age,->,BF_BottleFeeding
6,CHI_Age,->,HOU_ModernWallMaterial
7,CHI_Age,->,IMM_Measles
8,CHI_Age,->,MTH_MaternalAge
9,CHI_Weight4Height,->,IMM_Measles
10,CHI_Weight4Height,->,WSH_WaterTreated
11,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
12,CUL_LanguageGroup,->,ECO_WealthQuintile
13,CUL_LanguageGroup,->,HOU_CookingFuel
14,CUL_Religion,->,MTH_MaternalAge
15,DEL_SmallBaby,->,CHI_Weight4Height
16,DIA_HadDiarrhoea,->,IMM_Measles
17,ECO_WealthQuintile,->,KNW_WatchTV
18,ECO_WealthQuintile,->,WSH_ImprovedToilet
19,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
20,ECO_WealthQuintile,->,WSH_WashWithAgent
21,FP_BirthsLast5Yrs,->,DEL_SmallBaby
22,FP_BirthsLast5Yrs,->,HOU_CookingFuel
23,FP_BirthsLast5Yrs,->,WSH_ImprovedWaterSource
24,FP_ModernMethod,->,BF_BreastfedMonths
25,GEO_Region,->,BF_BottleFeeding
26,GEO_Region,->,CUL_LanguageGroup
27,GEO_Region,->,CUL_Religion
28,GEO_Region,->,FP_ModernMethod
29,GEO_Region,->,WSH_ImprovedWaterSource
30,HOU_CookingFuel,->,WSH_WaterTreated
31,IMM_Diptheria,->,FP_BirthsLast5Yrs
32,IMM_Measles,->,IMM_Diptheria
33,IMM_Measles,->,WSH_SafeStoolDisposal
34,IMM_VitaminA1,->,BF_BottleFeeding
35,IMM_VitaminA1,->,IMM_Measles
36,IMM_VitaminA1,->,SRV_OKAlone
37,KNW_WatchTV,->,IMM_Measles
38,MTH_Education,->,BF_BottleFeeding
39,MTH_Education,->,SRV_Near
40,MTH_MaternalAge,->,DEL_SmallBaby
41,MTH_MaternalAge,->,FP_ModernMethod
42,MTH_MaternalAge,->,WSH_SafeStoolDisposal
43,SRV_Near,->,DEL_SmallBaby
44,SRV_OKAlone,->,MTH_MaternalAge
45,SRV_OKAlone,->,SRV_Near
46,WSH_ImprovedToilet,->,BF_EarlyBreastfeeding
47,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
48,WSH_ImprovedWaterSource,->,MTH_Education
49,WSH_ImprovedWaterSource,->,WSH_WaterTreated
50,WSH_SafeStoolDisposal,->,WSH_WaterTreated
51,WSH_WashWithAgent,->,HOU_CookingFuel
52,WSH_WashWithAgent,->,MTH_MaternalAge
53,WSH_WashWithAgent,->,SRV_Near
