ID,Variable1,Dependency,Variable2
1,BF_EarlyBreastfeeding,->,BF_BottleFeeding
2,CHI_Age,->,BF_BreastfedMonths
3,CHI_Age,->,FP_BirthsLast5Yrs
4,CHI_Age,->,SRV_Near
5,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
6,CUL_LanguageGroup,->,CUL_Religion
7,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
8,CUL_LanguageGroup,->,HOU_CookingFuel
9,CUL_LanguageGroup,->,HOU_ModernWallMaterial
10,CUL_Religion,->,ECO_WealthQuintile
11,DIA_HadDiarrhoea,->,CHI_Weight4Height
12,ECO_WealthQuintile,->,HOU_CookingFuel
13,ECO_WealthQuintile,->,HOU_ModernWallMaterial
14,ECO_WealthQuintile,->,MTH_Education
15,ECO_WealthQuintile,->,SRV_OKAlone
16,ECO_WealthQuintile,->,WSH_ImprovedToilet
17,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
18,FP_ModernMethod,->,CHI_Weight4Height
19,GEO_Region,->,CUL_LanguageGroup
20,HOU_CookingFuel,->,BF_BreastfedMonths
21,HOU_CookingFuel,->,CHI_Weight4Height
22,HOU_CookingFuel,->,WSH_WaterTreated
23,HOU_ModernWallMaterial,->,DEL_SmallBaby
24,HOU_ModernWallMaterial,->,FP_ModernMethod
25,IMM_Diptheria,->,CUL_Religion
26,IMM_Measles,->,CHI_Age
27,IMM_Measles,->,IMM_Diptheria
28,IMM_Measles,->,KNW_WatchTV
29,IMM_Measles,->,WSH_SafeStoolDisposal
30,KNW_WatchTV,->,FP_ModernMethod
31,KNW_WatchTV,->,IMM_VitaminA1
32,MTH_Education,->,BF_BottleFeeding
33,MTH_Education,->,FP_BirthsLast5Yrs
34,MTH_Education,->,SRV_Near
35,MTH_MaternalAge,->,BF_EarlyBreastfeeding
36,MTH_MaternalAge,->,DEL_SmallBaby
37,MTH_MaternalAge,->,ECO_WealthQuintile
38,SRV_Near,->,IMM_Measles
39,SRV_OKAlone,->,DIA_HadDiarrhoea
40,SRV_OKAlone,->,SRV_Near
41,WSH_ImprovedToilet,->,BF_BreastfedMonths
42,WSH_ImprovedToilet,->,WSH_WashWithAgent
43,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
44,WSH_ImprovedWaterSource,->,GEO_Region
45,WSH_ImprovedWaterSource,->,WSH_SafeStoolDisposal
46,WSH_WashWithAgent,->,DEL_SmallBaby
47,WSH_WashWithAgent,->,ECO_WealthQuintile
48,WSH_WashWithAgent,->,MTH_Education
49,WSH_WaterTreated,->,BF_BottleFeeding
50,WSH_WaterTreated,->,HOU_ModernWallMaterial
51,WSH_WaterTreated,->,WSH_SafeStoolDisposal
