ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,IMM_Measles
3,CHI_Weight4Height,->,BF_BottleFeeding
4,CUL_LanguageGroup,->,BF_BottleFeeding
5,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
6,CUL_LanguageGroup,->,FP_BirthsLast5Yrs
7,CUL_LanguageGroup,->,GEO_Region
8,CUL_LanguageGroup,->,HOU_ModernWallMaterial
9,CUL_Religion,->,BF_BreastfedMonths
10,CUL_Religion,->,CUL_LanguageGroup
11,DEL_SmallBaby,->,BF_BreastfedMonths
12,DEL_SmallBaby,->,BF_EarlyBreastfeeding
13,DEL_SmallBaby,->,FP_ModernMethod
14,DIA_HadDiarrhoea,->,IMM_Diptheria
15,ECO_WealthQuintile,->,IMM_Diptheria
16,ECO_WealthQuintile,->,KNW_WatchTV
17,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
18,ECO_WealthQuintile,->,WSH_WashWithAgent
19,FP_BirthsLast5Yrs,->,CHI_Age
20,FP_BirthsLast5Yrs,->,CHI_Weight4Height
21,FP_ModernMethod,->,BF_BottleFeeding
22,FP_ModernMethod,->,CHI_Age
23,HOU_CookingFuel,->,CHI_Age
24,HOU_CookingFuel,->,HOU_ModernWallMaterial
25,IMM_Measles,->,IMM_Diptheria
26,IMM_Measles,->,IMM_VitaminA1
27,KNW_WatchTV,->,MTH_Education
28,MTH_MaternalAge,->,BF_BottleFeeding
29,MTH_MaternalAge,->,CHI_Age
30,SRV_Near,->,DEL_SmallBaby
31,SRV_Near,->,DIA_HadDiarrhoea
32,SRV_Near,->,MTH_MaternalAge
33,SRV_Near,->,SRV_OKAlone
34,SRV_OKAlone,->,BF_BottleFeeding
35,SRV_OKAlone,->,CUL_Religion
36,WSH_ImprovedToilet,->,ECO_WealthQuintile
37,WSH_ImprovedWaterSource,->,DIA_HadDiarrhoea
38,WSH_ImprovedWaterSource,->,WSH_WaterTreated
39,WSH_SafeStoolDisposal,->,CHI_Age
40,WSH_WaterTreated,->,DIA_HadDiarrhoea
41,WSH_WaterTreated,->,HOU_CookingFuel
42,WSH_WaterTreated,->,IMM_VitaminA1
43,WSH_WaterTreated,->,SRV_Near
44,WSH_WaterTreated,->,WSH_SafeStoolDisposal
